Source sentence,Answer sentence
"chief technical officer pt smartfren telecom , christian daiegnault mengatakan layanan ini langsung bisa dinikmati oleh pelanggan di 85 kota di indonesia .",pt smartfren telecom adalah entitas produk .
"chief technical officer pt smartfren telecom , christian daiegnault mengatakan layanan ini langsung bisa dinikmati oleh pelanggan di 85 kota di indonesia .",christian daiegnault adalah entitas tokoh .
"chief technical officer pt smartfren telecom , christian daiegnault mengatakan layanan ini langsung bisa dinikmati oleh pelanggan di 85 kota di indonesia .",indonesia adalah entitas lokasi .
"jakarta - - micom : pemerintah menargetkan membangun 200 ribu rumah bagi para pekerja / buruh yang lokasinya berdekatan dengan lokasi industri",jakarta adalah entitas lokasi .
"jakarta - - micom : pemerintah menargetkan membangun 200 ribu rumah bagi para pekerja / buruh yang lokasinya berdekatan dengan lokasi industri",micom adalah entitas produk .
"" dana bos yang disalurkan ke setiap murid sd/sdlb senilai rp580.000 selama setahun , sedangkan untuk siswa smp/smplb senilai rp710.000 b-ppl tahun , " kata dia . ( ant / ol - 4 )",ant adalah entitas tokoh .
"" dana bos yang disalurkan ke setiap murid sd/sdlb senilai rp580.000 selama setahun , sedangkan untuk siswa smp/smplb senilai rp710.000 b-ppl tahun , " kata dia . ( ant / ol - 4 )",ol adalah entitas tokoh .
"dalam rakernas perbarindo , di kendari , senin ( 19 / 10 ) lalu ketua deputi komisioner otoritas jasa keuangan ( ojk ) bidang perbankan heru kristiana mengatakan setiap aturan yang dibuat ojk lebih ditekankan untuk memperkuat gcg agar bisa mengamputasi terjadinya tindakan pengelola yang membuat bpr itu jatuh .",rakernas perbarindo adalah entitas event .
"dalam rakernas perbarindo , di kendari , senin ( 19 / 10 ) lalu ketua deputi komisioner otoritas jasa keuangan ( ojk ) bidang perbankan heru kristiana mengatakan setiap aturan yang dibuat ojk lebih ditekankan untuk memperkuat gcg agar bisa mengamputasi terjadinya tindakan pengelola yang membuat bpr itu jatuh .",kendari adalah entitas lokasi .
"dalam rakernas perbarindo , di kendari , senin ( 19 / 10 ) lalu ketua deputi komisioner otoritas jasa keuangan ( ojk ) bidang perbankan heru kristiana mengatakan setiap aturan yang dibuat ojk lebih ditekankan untuk memperkuat gcg agar bisa mengamputasi terjadinya tindakan pengelola yang membuat bpr itu jatuh .",otoritas jasa keuangan adalah entitas produk .
"dalam rakernas perbarindo , di kendari , senin ( 19 / 10 ) lalu ketua deputi komisioner otoritas jasa keuangan ( ojk ) bidang perbankan heru kristiana mengatakan setiap aturan yang dibuat ojk lebih ditekankan untuk memperkuat gcg agar bisa mengamputasi terjadinya tindakan pengelola yang membuat bpr itu jatuh .",ojk adalah entitas produk .
"" siap tidak siap , itu seperti malaikat pencabut nyawa . tidak perlu lagi dilihat harus bagaimana menghadapinya, " ucap tifatul .",tifatul adalah entitas tokoh .
"mengenai kejadian teror bom di balai kota yogyakarta beberapa waktu lalu , katanya , juga menjadi salah-satu bahan pertimbangan bahwa upaya penyisiran tersebut harus dilakukan dengan cermat dan teliti . ( ant / ol - 1 )",balai kota yogyakarta adalah entitas lokasi .
"mengenai kejadian teror bom di balai kota yogyakarta beberapa waktu lalu , katanya , juga menjadi salah-satu bahan pertimbangan bahwa upaya penyisiran tersebut harus dilakukan dengan cermat dan teliti . ( ant / ol - 1 )",ant adalah entitas tokoh .
"mengenai kejadian teror bom di balai kota yogyakarta beberapa waktu lalu , katanya , juga menjadi salah-satu bahan pertimbangan bahwa upaya penyisiran tersebut harus dilakukan dengan cermat dan teliti . ( ant / ol - 1 )",ol adalah entitas tokoh .
"selain meminta kementerian terkait , dpr juga mempunyai b-pplhatian serius atas masalah kesejahteraan hakim . " dpr akan membahas dan mendorong peningkatan kesejahteraan hakim , " papar priyo .",priyo adalah entitas tokoh .
"mereka juga jadi motor utama dalam rangkaian aksi bela islam yang menuntut penangkapan ahok sehubungan kasus dugaan penodaan agama .",aksi bela islam adalah entitas event .
"mereka juga jadi motor utama dalam rangkaian aksi bela islam yang menuntut penangkapan ahok sehubungan kasus dugaan penodaan agama .",ahok adalah entitas tokoh .
"selain mkhitaryan , mu juga kehilangan gelandang jangkar veteran michael carrick .",mkhitaryan adalah entitas tokoh .
"selain mkhitaryan , mu juga kehilangan gelandang jangkar veteran michael carrick .",mu adalah entitas produk .
"selain mkhitaryan , mu juga kehilangan gelandang jangkar veteran michael carrick .",michael carrick adalah entitas tokoh .
"tahun baru imlek juga dijadikan sebagai momentum berkumpul bersama keluarga atau orang-orang yang dicintai dengan makan bersama pada malam sebelum tahun baru .",tahun baru imlek adalah entitas event .
"dia juga memastikan bahwa pakistan berkeinginan hidup damai dalam pergaulan internasional .",pakistan adalah entitas lokasi .
"kekalahan tipis 0-1 bukan bencana bagi bayern .",bayern adalah entitas produk .
"setelah penampilan ac/dc dkk. , kini giliran pharrell williams , katy perry , rihanna , sam smith , hingga chris martin .",ac/dc adalah entitas produk .
"setelah penampilan ac/dc dkk. , kini giliran pharrell williams , katy perry , rihanna , sam smith , hingga chris martin .",pharrell williams adalah entitas tokoh .
"setelah penampilan ac/dc dkk. , kini giliran pharrell williams , katy perry , rihanna , sam smith , hingga chris martin .",katy perry adalah entitas tokoh .
"setelah penampilan ac/dc dkk. , kini giliran pharrell williams , katy perry , rihanna , sam smith , hingga chris martin .",rihanna adalah entitas tokoh .
"setelah penampilan ac/dc dkk. , kini giliran pharrell williams , katy perry , rihanna , sam smith , hingga chris martin .",sam smith adalah entitas tokoh .
"setelah penampilan ac/dc dkk. , kini giliran pharrell williams , katy perry , rihanna , sam smith , hingga chris martin .",chris martin adalah entitas tokoh .
"buat akun instagram untuk bisa berjualan melalui instgram , tentu anda harus membuat akun terlebih dahulu .",instagram adalah entitas produk .
"ketua dewan pertimbangan partai golkar akbar tandjung memastikan pelaksanaan musyawarah nasional ix partai golkar di bali akan berlangsung aman .",akbar tandjung adalah entitas tokoh .
"ketua dewan pertimbangan partai golkar akbar tandjung memastikan pelaksanaan musyawarah nasional ix partai golkar di bali akan berlangsung aman .",musyawarah nasional ix adalah entitas event .
"ketua dewan pertimbangan partai golkar akbar tandjung memastikan pelaksanaan musyawarah nasional ix partai golkar di bali akan berlangsung aman .",bali adalah entitas lokasi .
"berikut kronologis sidak satgas pemberantasan narkoba di lapas pekanbaru , senin dinihari , 2 april 2012 :",lapas pekanbaru adalah entitas lokasi .
"dalam dengar pendapat di irak pada hari kamis , senator joseph biden ( ) , ketua komite hubungan luar negeri senat , memberi tahu menteri luar negeri condoleezza rice bahwa pemerintah bush tidak memiliki otoritas untuk mengirim pasukan as dalam serangan lintas perbatasan .",irak adalah entitas lokasi .
"dalam dengar pendapat di irak pada hari kamis , senator joseph biden ( ) , ketua komite hubungan luar negeri senat , memberi tahu menteri luar negeri condoleezza rice bahwa pemerintah bush tidak memiliki otoritas untuk mengirim pasukan as dalam serangan lintas perbatasan .",joseph biden adalah entitas tokoh .
"dalam dengar pendapat di irak pada hari kamis , senator joseph biden ( ) , ketua komite hubungan luar negeri senat , memberi tahu menteri luar negeri condoleezza rice bahwa pemerintah bush tidak memiliki otoritas untuk mengirim pasukan as dalam serangan lintas perbatasan .",condoleezza rice adalah entitas tokoh .
"dalam dengar pendapat di irak pada hari kamis , senator joseph biden ( ) , ketua komite hubungan luar negeri senat , memberi tahu menteri luar negeri condoleezza rice bahwa pemerintah bush tidak memiliki otoritas untuk mengirim pasukan as dalam serangan lintas perbatasan .",bush adalah entitas tokoh .
"dalam dengar pendapat di irak pada hari kamis , senator joseph biden ( ) , ketua komite hubungan luar negeri senat , memberi tahu menteri luar negeri condoleezza rice bahwa pemerintah bush tidak memiliki otoritas untuk mengirim pasukan as dalam serangan lintas perbatasan .",as adalah entitas lokasi .
"pt imms kebagian 40 persen saham dan sisanya dimiliki empire bridge assets limited .",pt imms adalah entitas produk .
"pt imms kebagian 40 persen saham dan sisanya dimiliki empire bridge assets limited .",empire bridge assets limited adalah entitas produk .
"sedangkan penggeledahan di rumah sekda jombang , ita triwibawati penyidik kpk menyita tiga unit mobil dan 1 unit motor gede bermerk bmw .",rumah sekda jombang adalah entitas lokasi .
"sedangkan penggeledahan di rumah sekda jombang , ita triwibawati penyidik kpk menyita tiga unit mobil dan 1 unit motor gede bermerk bmw .",ita triwibawati adalah entitas tokoh .
"sedangkan penggeledahan di rumah sekda jombang , ita triwibawati penyidik kpk menyita tiga unit mobil dan 1 unit motor gede bermerk bmw .",bmw adalah entitas produk .
"jawapos . com - tak dapat dipungkiri , saat ini semua bidang harus bisa menyesuaikan diri dengan era digital yang serba cepat dan online .",jawapos . com adalah entitas produk .
"derek cuff , deputi inspektur kepolisian kent berkata , " jangan lupakan bahwa kekerasan terhadap anak yang beredar di internet adalah situasi nyata yang melibatkan nyata , yang secara seksual mengalami kekerasan untuk keuntungan dan kepuasan diri sendiri . "",derek cuff adalah entitas tokoh .
"derek cuff , deputi inspektur kepolisian kent berkata , " jangan lupakan bahwa kekerasan terhadap anak yang beredar di internet adalah situasi nyata yang melibatkan nyata , yang secara seksual mengalami kekerasan untuk keuntungan dan kepuasan diri sendiri . "",kent adalah entitas lokasi .
"piala presiden 2018 sudah memasuki babak semifinal yang mempertemukan psms medan vs persija jakarta dan sriwijaya fc vs bali united .",piala adalah entitas event .
"piala presiden 2018 sudah memasuki babak semifinal yang mempertemukan psms medan vs persija jakarta dan sriwijaya fc vs bali united .",psms adalah entitas tokoh .
"piala presiden 2018 sudah memasuki babak semifinal yang mempertemukan psms medan vs persija jakarta dan sriwijaya fc vs bali united .",medan adalah entitas lokasi .
"piala presiden 2018 sudah memasuki babak semifinal yang mempertemukan psms medan vs persija jakarta dan sriwijaya fc vs bali united .",jakarta adalah entitas lokasi .
"piala presiden 2018 sudah memasuki babak semifinal yang mempertemukan psms medan vs persija jakarta dan sriwijaya fc vs bali united .",bali adalah entitas lokasi .
"" tiket ka argomuria , argo sindoro , fajar utama dan senja utama jurusan jakarta sudah habis terjual, " imbuhnya .",ka argomuria adalah entitas produk .
"" tiket ka argomuria , argo sindoro , fajar utama dan senja utama jurusan jakarta sudah habis terjual, " imbuhnya .",argo sindoro adalah entitas produk .
"" tiket ka argomuria , argo sindoro , fajar utama dan senja utama jurusan jakarta sudah habis terjual, " imbuhnya .",fajar utama adalah entitas produk .
"" tiket ka argomuria , argo sindoro , fajar utama dan senja utama jurusan jakarta sudah habis terjual, " imbuhnya .",senja utama adalah entitas produk .
"" tiket ka argomuria , argo sindoro , fajar utama dan senja utama jurusan jakarta sudah habis terjual, " imbuhnya .",jakarta adalah entitas lokasi .
"anda bisa berjemur di pulau bidadari , menyelam di pulau kanawa dan pulau kukusan kecil , serta menikmati pantai pasir putih dengan karang yang indah di pulau serayu .",pulau bidadari adalah entitas lokasi .
"anda bisa berjemur di pulau bidadari , menyelam di pulau kanawa dan pulau kukusan kecil , serta menikmati pantai pasir putih dengan karang yang indah di pulau serayu .",pulau kanawa adalah entitas lokasi .
"anda bisa berjemur di pulau bidadari , menyelam di pulau kanawa dan pulau kukusan kecil , serta menikmati pantai pasir putih dengan karang yang indah di pulau serayu .",pulau kukusan kecil adalah entitas lokasi .
"anda bisa berjemur di pulau bidadari , menyelam di pulau kanawa dan pulau kukusan kecil , serta menikmati pantai pasir putih dengan karang yang indah di pulau serayu .",pulau serayu adalah entitas lokasi .
"wajah hermawan tampak pucat dengan keringat bercururan .",hermawan adalah entitas tokoh .
"menurut dia , pks menunggu b-pplnyataan resmi dari presiden sby .",sby adalah entitas tokoh .
"logitech hari ini ( 2015/09/09 ) luncurkan mx anywhere 2 wireless mobile mouse , periferal mouse nirkabel yang dapat dioperasikan di jenis permukaan apapun termasuk kaca. sony wahib , cluster category & amp ; marketing manager , asia tenggara , logitech mengatakan , mouse ini didesain untuk dapat beroperasi di permukaan apa pun , dan ini merupakan mouse portabel paling serbaguna yang kami tawarkan sampai saat ini .",logitech adalah entitas produk .
"logitech hari ini ( 2015/09/09 ) luncurkan mx anywhere 2 wireless mobile mouse , periferal mouse nirkabel yang dapat dioperasikan di jenis permukaan apapun termasuk kaca. sony wahib , cluster category & amp ; marketing manager , asia tenggara , logitech mengatakan , mouse ini didesain untuk dapat beroperasi di permukaan apa pun , dan ini merupakan mouse portabel paling serbaguna yang kami tawarkan sampai saat ini .",mx anywhere 2 wireless mobile mouse adalah entitas produk .
"logitech hari ini ( 2015/09/09 ) luncurkan mx anywhere 2 wireless mobile mouse , periferal mouse nirkabel yang dapat dioperasikan di jenis permukaan apapun termasuk kaca. sony wahib , cluster category & amp ; marketing manager , asia tenggara , logitech mengatakan , mouse ini didesain untuk dapat beroperasi di permukaan apa pun , dan ini merupakan mouse portabel paling serbaguna yang kami tawarkan sampai saat ini .",sony wahib adalah entitas tokoh .
"logitech hari ini ( 2015/09/09 ) luncurkan mx anywhere 2 wireless mobile mouse , periferal mouse nirkabel yang dapat dioperasikan di jenis permukaan apapun termasuk kaca. sony wahib , cluster category & amp ; marketing manager , asia tenggara , logitech mengatakan , mouse ini didesain untuk dapat beroperasi di permukaan apa pun , dan ini merupakan mouse portabel paling serbaguna yang kami tawarkan sampai saat ini .",asia tenggara adalah entitas lokasi .
"logitech hari ini ( 2015/09/09 ) luncurkan mx anywhere 2 wireless mobile mouse , periferal mouse nirkabel yang dapat dioperasikan di jenis permukaan apapun termasuk kaca. sony wahib , cluster category & amp ; marketing manager , asia tenggara , logitech mengatakan , mouse ini didesain untuk dapat beroperasi di permukaan apa pun , dan ini merupakan mouse portabel paling serbaguna yang kami tawarkan sampai saat ini .",logitech adalah entitas produk .
"logitech hari ini ( 2015/09/09 ) luncurkan mx anywhere 2 wireless mobile mouse , periferal mouse nirkabel yang dapat dioperasikan di jenis permukaan apapun termasuk kaca. sony wahib , cluster category & amp ; marketing manager , asia tenggara , logitech mengatakan , mouse ini didesain untuk dapat beroperasi di permukaan apa pun , dan ini merupakan mouse portabel paling serbaguna yang kami tawarkan sampai saat ini .",mouse adalah entitas produk .
"pada 20 desember 2016 , situs abal-abal itu sempat memuat artikel dengan judul bombastis : menteri pertahanan israel : jika pakistan mengirim pasukan darat ke suriah dengan dalih apa pun , kami akan menghancurkan negara ini dengan serangan nuklir .",israel adalah entitas lokasi .
"pada 20 desember 2016 , situs abal-abal itu sempat memuat artikel dengan judul bombastis : menteri pertahanan israel : jika pakistan mengirim pasukan darat ke suriah dengan dalih apa pun , kami akan menghancurkan negara ini dengan serangan nuklir .",pakistan adalah entitas lokasi .
"pada 20 desember 2016 , situs abal-abal itu sempat memuat artikel dengan judul bombastis : menteri pertahanan israel : jika pakistan mengirim pasukan darat ke suriah dengan dalih apa pun , kami akan menghancurkan negara ini dengan serangan nuklir .",suriah adalah entitas lokasi .
"selain-itu , di acara thematic market bazaar kali ini , turut pula menghadirkan kegiatan " art & sensory festivity " hasil kerjasama antara market & museum dengan jakarta children center .",acara thematic market bazaar adalah entitas event .
"selain-itu , di acara thematic market bazaar kali ini , turut pula menghadirkan kegiatan " art & sensory festivity " hasil kerjasama antara market & museum dengan jakarta children center .",art & sensory festivity adalah entitas event .
"selain-itu , di acara thematic market bazaar kali ini , turut pula menghadirkan kegiatan " art & sensory festivity " hasil kerjasama antara market & museum dengan jakarta children center .",jakarta adalah entitas lokasi .
"banyak sekolah keagamaan di brisbane memilih untuk tidak memperlihatkan balapan dengan alasan perjudian .",brisbane adalah entitas lokasi .
"secara total lebih dari 49.000 pengunjung memadati area synchronize fest tahun ini .",synchronize fest adalah entitas event .
"b-pplistiwa naas itu terjadi pada jumat ( 6/4 ) dini hari sekitar pukul 1.3 wib . saat itu , korban tengah nongkrong di jalan tanah kusir 2 kebayoran lama , jakarta selatan .",jalan tanah kusir 2 kebayoran lama adalah entitas lokasi .
"b-pplistiwa naas itu terjadi pada jumat ( 6/4 ) dini hari sekitar pukul 1.3 wib . saat itu , korban tengah nongkrong di jalan tanah kusir 2 kebayoran lama , jakarta selatan .",jakarta selatan adalah entitas lokasi .
"diganti dengan kuning-telur asin pun ternyata tetap menggugah selera .",kuning-telur asin adalah entitas makanan .
"indonesia sudah meratifikasi konvensi hak-hak anak ( kha ) pada tahun 1990 , dan telah disetujui majelis umum pbb pada 20 november 1989. indonesia kemudian mengubah uu no. 3 / 1997 tentang pengadilan anak dengan uu no. 11 / 2012 tentang sistem peradilan pidana anak ( sppa ) .",indonesia adalah entitas lokasi .
"indonesia sudah meratifikasi konvensi hak-hak anak ( kha ) pada tahun 1990 , dan telah disetujui majelis umum pbb pada 20 november 1989. indonesia kemudian mengubah uu no. 3 / 1997 tentang pengadilan anak dengan uu no. 11 / 2012 tentang sistem peradilan pidana anak ( sppa ) .",indonesia adalah entitas lokasi .
"di israel , wisatawan kebanyakan datang pada april , mei , oktober , dan november .",israel adalah entitas lokasi .
"menurutnya , hal ini justru menunjukkan adanya ketakutan atau ketidakpercayaan kemenkum dah ham . yesmil mengatakan harus dibedakan antara sikap dan tujuan dari sidak itu sendiri .",yesmil adalah entitas lokasi .
"menurut highsnobiety , raf simons akan meluncurkan koleksi siap pakai untuk lelaki dan perempuan di panggung mode nanti .",highsnobiety adalah entitas produk .
"menurut highsnobiety , raf simons akan meluncurkan koleksi siap pakai untuk lelaki dan perempuan di panggung mode nanti .",raf simons adalah entitas tokoh .
"pospenas telah dilakukan secara berkala di indramayu jawa barat ( 2001 ) , palembang sumatera selatan ( 2003 ) , sumatera utara ( 2005 ) , kalimantan timur ( 2007 ) , surabaya jawa timur ( 2010 ) , dan gorontalo ( 2013 ) .",pospenas adalah entitas event .
"pospenas telah dilakukan secara berkala di indramayu jawa barat ( 2001 ) , palembang sumatera selatan ( 2003 ) , sumatera utara ( 2005 ) , kalimantan timur ( 2007 ) , surabaya jawa timur ( 2010 ) , dan gorontalo ( 2013 ) .",indramayu jawa barat adalah entitas lokasi .
"pospenas telah dilakukan secara berkala di indramayu jawa barat ( 2001 ) , palembang sumatera selatan ( 2003 ) , sumatera utara ( 2005 ) , kalimantan timur ( 2007 ) , surabaya jawa timur ( 2010 ) , dan gorontalo ( 2013 ) .",palembang sumatera selatan adalah entitas lokasi .
"pospenas telah dilakukan secara berkala di indramayu jawa barat ( 2001 ) , palembang sumatera selatan ( 2003 ) , sumatera utara ( 2005 ) , kalimantan timur ( 2007 ) , surabaya jawa timur ( 2010 ) , dan gorontalo ( 2013 ) .",sumatera utara adalah entitas lokasi .
"pospenas telah dilakukan secara berkala di indramayu jawa barat ( 2001 ) , palembang sumatera selatan ( 2003 ) , sumatera utara ( 2005 ) , kalimantan timur ( 2007 ) , surabaya jawa timur ( 2010 ) , dan gorontalo ( 2013 ) .",kalimantan timur adalah entitas lokasi .
"pospenas telah dilakukan secara berkala di indramayu jawa barat ( 2001 ) , palembang sumatera selatan ( 2003 ) , sumatera utara ( 2005 ) , kalimantan timur ( 2007 ) , surabaya jawa timur ( 2010 ) , dan gorontalo ( 2013 ) .",surabaya jawa timur adalah entitas lokasi .
"pospenas telah dilakukan secara berkala di indramayu jawa barat ( 2001 ) , palembang sumatera selatan ( 2003 ) , sumatera utara ( 2005 ) , kalimantan timur ( 2007 ) , surabaya jawa timur ( 2010 ) , dan gorontalo ( 2013 ) .",gorontalo adalah entitas lokasi .
"kedatangan jokowi disambut oleh belasan ribu warga yang telah menunggunya sejak kamis pagi .",jokowi adalah entitas tokoh .
"sebelumnya kepala pusat kedokteran dan kesehatan polri brigadir jenderal arthur tampi , menjelaskan dugaan penyebab kematian siyono , karena kelelahan dan lemas setelah berkelahi dengan anggota densus 88 yang mengawalnya .",arthur tampi adalah entitas tokoh .
"sebelumnya kepala pusat kedokteran dan kesehatan polri brigadir jenderal arthur tampi , menjelaskan dugaan penyebab kematian siyono , karena kelelahan dan lemas setelah berkelahi dengan anggota densus 88 yang mengawalnya .",siyono adalah entitas tokoh .
"namun noor laila mengaku belum tahu apa bentuk tindakan konkret yang akan diambil .",noor laila adalah entitas tokoh .
"" jangan jadi korban pencitraan , aduh , masih saja jagokan dia , " kata ruhut .",ruhut adalah entitas tokoh .
"dilansir zdnet ( 11/22/2010 ) , pada tahun itu pula intel telah menciptakan prosesor hasil eksperimen dengan 48 inti yang dapat digandakan menjadi 1,000 inti .",zdnet adalah entitas produk .
"dilansir zdnet ( 11/22/2010 ) , pada tahun itu pula intel telah menciptakan prosesor hasil eksperimen dengan 48 inti yang dapat digandakan menjadi 1,000 inti .",intel adalah entitas produk .
"kita enggak bisa memanjakan selera semua orang , tapi paling tidak bisa membuat aransemen yang pas , kata once dilansir kapanlagi .",once adalah entitas tokoh .
"kita enggak bisa memanjakan selera semua orang , tapi paling tidak bisa membuat aransemen yang pas , kata once dilansir kapanlagi .",kapanlagi adalah entitas produk .
"berdasarkan informasi yang dihimpun tribun-medan.com di lokasi , polisi membawa beberapa buku komputer dan pipa serta kabel-kebel yang diduga membuat bom pipa rakitan .",tribun-medan.com adalah entitas produk .
"namun , sunaryanto berusaha tenang dan menjaga agar pelaku tak sampai melukai korban .",sunaryanto adalah entitas tokoh .
"warganet pun beramai-ramai mengunggah foto asli tas keluaran balenciaga yang disandingkan dengan tas plastik ikea bertajuk frakta .",balenciaga adalah entitas produk .
"warganet pun beramai-ramai mengunggah foto asli tas keluaran balenciaga yang disandingkan dengan tas plastik ikea bertajuk frakta .",ikea adalah entitas produk .
"" selain lucu , ada drama yang penting untuk ditonton mengenai ibu , anak , dan keluarga . tapi , ngakaknya juga gila sih , " ungkap mira lesmana dan riri riza .",mira lesmana adalah entitas tokoh .
"" selain lucu , ada drama yang penting untuk ditonton mengenai ibu , anak , dan keluarga . tapi , ngakaknya juga gila sih , " ungkap mira lesmana dan riri riza .",riri riza adalah entitas tokoh .
"dikutip sindonews , ketua umum dpp ppp hasil muktamar surabaya m romahurmuziy mengatakan roda organisasi ppp tetap berjalan sampai adanya pencabutan sk menkumham tanggal 28 oktober 2014 .",sindonews adalah entitas produk .
"dikutip sindonews , ketua umum dpp ppp hasil muktamar surabaya m romahurmuziy mengatakan roda organisasi ppp tetap berjalan sampai adanya pencabutan sk menkumham tanggal 28 oktober 2014 .",muktamar surabaya adalah entitas event .
"dikutip sindonews , ketua umum dpp ppp hasil muktamar surabaya m romahurmuziy mengatakan roda organisasi ppp tetap berjalan sampai adanya pencabutan sk menkumham tanggal 28 oktober 2014 .",m romahurmuziy adalah entitas tokoh .
"namun demikian , amir tidak akan menyangkal ada tindakan pengendalian narkoba dari penjara .",amir adalah entitas tokoh .
"olimpiade musim panas 2016 , secara resmi bernama games of the xxxi olympiad , dan secara umum disebut olimpiade rio 2016 .",olimpiade adalah entitas event .
"olimpiade musim panas 2016 , secara resmi bernama games of the xxxi olympiad , dan secara umum disebut olimpiade rio 2016 .",the adalah entitas produk .
"olimpiade musim panas 2016 , secara resmi bernama games of the xxxi olympiad , dan secara umum disebut olimpiade rio 2016 .",olimpiade adalah entitas event .
"bom jakarta - kronologi serangan dan ledakan bom thamrin jakarta yang meninggalkan duka mendalam bagi semua mata yang menyaksikannya .",bom jakarta adalah entitas event .
"bom jakarta - kronologi serangan dan ledakan bom thamrin jakarta yang meninggalkan duka mendalam bagi semua mata yang menyaksikannya .",bom thamrin jakarta adalah entitas event .
"meski demikian , lanjut rikwanto , selain mengetahui jenis cairan , yang penting bagi polisi adalah menemukan pelakunya .",rikwanto adalah entitas tokoh .
"satu nomor body move ( the cube guys mix ) mulai melantun , chika tak ragu meramu lagu agen greg itu menjadi lebih bergairah .",body move adalah entitas produk .
"satu nomor body move ( the cube guys mix ) mulai melantun , chika tak ragu meramu lagu agen greg itu menjadi lebih bergairah .",the cube guys mix adalah entitas produk .
"satu nomor body move ( the cube guys mix ) mulai melantun , chika tak ragu meramu lagu agen greg itu menjadi lebih bergairah .",chika adalah entitas tokoh .
"satu nomor body move ( the cube guys mix ) mulai melantun , chika tak ragu meramu lagu agen greg itu menjadi lebih bergairah .",agen greg adalah entitas tokoh .
"ia menuturkan , serikat petani indonesia telah menganalisis ada sekitar 23 beleid yang berkaitan dengan petani , namun tak satu pun yang memperkuat petani gurem atau buruh tani .",indonesia adalah entitas lokasi .
"sebelumnya mensos menerima kunjungan pb hmi dan komponen aliansi mahasiswa se-indonesia di kantor kementerian sosial ( kemensos ) , di salemba , jakarta .",kantor kementerian sosial adalah entitas lokasi .
"sebelumnya mensos menerima kunjungan pb hmi dan komponen aliansi mahasiswa se-indonesia di kantor kementerian sosial ( kemensos ) , di salemba , jakarta .",salemba adalah entitas lokasi .
"sebelumnya mensos menerima kunjungan pb hmi dan komponen aliansi mahasiswa se-indonesia di kantor kementerian sosial ( kemensos ) , di salemba , jakarta .",jakarta adalah entitas lokasi .
"" jika apple memutuskan untuk membuka os mac kepada yang lain , kami dengan gembira akan menawarkan nya ke kostumer kami , " dell menulis di email ke kirkpatrick .",apple adalah entitas produk .
"" jika apple memutuskan untuk membuka os mac kepada yang lain , kami dengan gembira akan menawarkan nya ke kostumer kami , " dell menulis di email ke kirkpatrick .",os mac adalah entitas produk .
"" jika apple memutuskan untuk membuka os mac kepada yang lain , kami dengan gembira akan menawarkan nya ke kostumer kami , " dell menulis di email ke kirkpatrick .",dell adalah entitas tokoh .
"" jika apple memutuskan untuk membuka os mac kepada yang lain , kami dengan gembira akan menawarkan nya ke kostumer kami , " dell menulis di email ke kirkpatrick .",kirkpatrick adalah entitas tokoh .
"peluncuran roket ini , yang korea utara juga katakan bertujuan untuk menempatkan satelit ke orbit , melewati wilayah jepang tanpa insiden atau upaya untuk menembak ke bawah . ( ant / x - 12 )",korea utara adalah entitas lokasi .
"peluncuran roket ini , yang korea utara juga katakan bertujuan untuk menempatkan satelit ke orbit , melewati wilayah jepang tanpa insiden atau upaya untuk menembak ke bawah . ( ant / x - 12 )",jepang adalah entitas lokasi .
"peluncuran roket ini , yang korea utara juga katakan bertujuan untuk menempatkan satelit ke orbit , melewati wilayah jepang tanpa insiden atau upaya untuk menembak ke bawah . ( ant / x - 12 )",ant adalah entitas tokoh .
"peluncuran roket ini , yang korea utara juga katakan bertujuan untuk menempatkan satelit ke orbit , melewati wilayah jepang tanpa insiden atau upaya untuk menembak ke bawah . ( ant / x - 12 )",x adalah entitas tokoh .
"inisial pelapor ab , kata kepala upt pusat humas unnes , hendi pratama , minggu ( 30 / 7 ) seperti dikutip dari detikcom .",ab adalah entitas tokoh .
"inisial pelapor ab , kata kepala upt pusat humas unnes , hendi pratama , minggu ( 30 / 7 ) seperti dikutip dari detikcom .",hendi pratama adalah entitas tokoh .
"inisial pelapor ab , kata kepala upt pusat humas unnes , hendi pratama , minggu ( 30 / 7 ) seperti dikutip dari detikcom .",detikcom adalah entitas produk .
"yeltsin menjaga tetap rendah hati sejak pengunduran diri nya , hampir tidak ada pernyataan kepada umum atau penampakannya nya .",yeltsin adalah entitas tokoh .
"anugerah serupa pernah diterima rossi dan casey stoner .",rossi adalah entitas tokoh .
"anugerah serupa pernah diterima rossi dan casey stoner .",casey stoner adalah entitas tokoh .
"banyaknya meme yang menyebar di media sosial pun sampai hingga pihak ikea .",ikea adalah entitas produk .
"microsoft makin meningkatkan sistem operasi mobile-nya untuk mempersiapkan update kedua pada smartphone microsoft lumia 640 .",microsoft adalah entitas produk .
"microsoft makin meningkatkan sistem operasi mobile-nya untuk mempersiapkan update kedua pada smartphone microsoft lumia 640 .",microsoft lumia 640 adalah entitas produk .
"pisang cukup terkenal sebagai makanan dengan potasium tinggi .",pisang adalah entitas makanan .
"korban lain reliance securities kasus gagal bayar produk investasi yang melibatkan pt reliance securities tbk (reli) mulai menyeret nama lain .",reliance securities adalah entitas produk .
"korban lain reliance securities kasus gagal bayar produk investasi yang melibatkan pt reliance securities tbk (reli) mulai menyeret nama lain .",pt reliance securities tbk (reli) adalah entitas produk .
