source sentence,answer sentence
"setiap tempat yang digunakan hamas adalah target bagi kami , kata netanyahu dalam pernyataan publik pada rapat kabinet .",hamas adalah entitas organization
"setiap tempat yang digunakan hamas adalah target bagi kami , kata netanyahu dalam pernyataan publik pada rapat kabinet .",netanyahu adalah entitas person
"pada perdagangan sore akhir di new york , dolar berada pada 1.8415 marks dan 142.85 yen dibandingkan dengan 1.8340 marks dan 141.90 yen pada akhir monday .",new york adalah entitas location
"sulit . karena pak sby sudah menegaskan tidak ada kenaikan harga bbm di sisa masa jabatannya .",sby adalah entitas person
"dalam persidangan itu diketahui bahwa petersen menggeledah tas-tas yang hilang atau tertinggal yang dikembalikannya kepada penumpang .",petersen adalah entitas person
"sebab , kata ganjar , permintaan itu bersipat imbauan sukarela yang ditujukan pada pihak-pihak yang akan diperiksa .",ganjar adalah entitas person
"saat dihubungi kantor berita afp , kementerian luar negeri menolak untuk berkomentar terkait laporan itu .",afp adalah entitas organization
"saat dihubungi kantor berita afp , kementerian luar negeri menolak untuk berkomentar terkait laporan itu .",kementerian luar negeri adalah entitas organization
"negara bagian itu memiliki 1.200 spesies tanaman asli dengan 90 persen di antaranya tidak ada di tempat lain di dunia selama lebih 40 tahun , perlman berusaha mengubah situasi itu .",perlman adalah entitas person
"pioneer electronic dan sony , keduanya mendominasi pembelian awal bulan ini , terus turun sejak hari rabu .",pioneer electronic adalah entitas organization
"pioneer electronic dan sony , keduanya mendominasi pembelian awal bulan ini , terus turun sejak hari rabu .",sony adalah entitas organization
"ia mengatakan pihaknya pun sangat mendukung penuh aturan kpu yang menyatakan jika partai politik wajib melaporkan dana kampanye .",kpu adalah entitas organization
"selain itu , bk juga akan merehabilitasi tiga nama anggota dewan yang tidak terbukti melanggar etika .",bk adalah entitas organization
"untuk memasyarakatkan pengembangan game , lmd menyasar lembaga-lembaga pendidikan .",lmd adalah entitas organization
"solana mengatakan , eu menginginkan untuk melihat jika kita dapat menjalin kembali hubungan kami dengan suriah .",solana adalah entitas person
"solana mengatakan , eu menginginkan untuk melihat jika kita dapat menjalin kembali hubungan kami dengan suriah .",eu adalah entitas organization
"keluarga mendur adalah putra daerah kawangkoan , minahasa , sulawesi utara .",mendur adalah entitas person
"keluarga mendur adalah putra daerah kawangkoan , minahasa , sulawesi utara .",kawangkoan adalah entitas location
"keluarga mendur adalah putra daerah kawangkoan , minahasa , sulawesi utara .",minahasa adalah entitas location
"keluarga mendur adalah putra daerah kawangkoan , minahasa , sulawesi utara .",sulawesi utara adalah entitas location
"golkar menerima kekalahan ini dengan legowo . tentunya selalu ada yang kalah dan menang dalam pesta demokrasi , kata wakil sekretaris jenderal dpp partai golkar nurul arifin di jakarta , senin (25/2/2013) .",golkar adalah entitas organization
"golkar menerima kekalahan ini dengan legowo . tentunya selalu ada yang kalah dan menang dalam pesta demokrasi , kata wakil sekretaris jenderal dpp partai golkar nurul arifin di jakarta , senin (25/2/2013) .",partai golkar adalah entitas organization
"golkar menerima kekalahan ini dengan legowo . tentunya selalu ada yang kalah dan menang dalam pesta demokrasi , kata wakil sekretaris jenderal dpp partai golkar nurul arifin di jakarta , senin (25/2/2013) .",nurul arifin adalah entitas person
"golkar menerima kekalahan ini dengan legowo . tentunya selalu ada yang kalah dan menang dalam pesta demokrasi , kata wakil sekretaris jenderal dpp partai golkar nurul arifin di jakarta , senin (25/2/2013) .",jakarta adalah entitas location
"ketika awal dpd nasdem di berbagai daerah dibentuk , kata dia , harry tanoe belum masuk partai nasdem .",nasdem adalah entitas organization
"ketika awal dpd nasdem di berbagai daerah dibentuk , kata dia , harry tanoe belum masuk partai nasdem .",harry tanoe adalah entitas person
"ketika awal dpd nasdem di berbagai daerah dibentuk , kata dia , harry tanoe belum masuk partai nasdem .",partai nasdem adalah entitas person
"namun , nasa butuh bantuan banyak kalangan untuk memilah katalog berisi 1,8 juta foto .",nasa adalah entitas organization
"sehinga , kata ahmad keputusan dpp tidak akan berubah mengenai digelarnya munas karena telah terjadi kesepakatan .",ahmad adalah entitas person
"tapi , sebelum terlalu jauh , yang harus dipikirkan adalah apakah pkb indonesia bisa lolos verifikasi kementerian hukum dan ham? jadi , bagaimana kita mau bersaing di pemilu kalau mereka tidak lolos verifikasi , tukas marwan .",pkb adalah entitas organization
"tapi , sebelum terlalu jauh , yang harus dipikirkan adalah apakah pkb indonesia bisa lolos verifikasi kementerian hukum dan ham? jadi , bagaimana kita mau bersaing di pemilu kalau mereka tidak lolos verifikasi , tukas marwan .",kementerian hukum dan ham? adalah entitas organization
"tapi , sebelum terlalu jauh , yang harus dipikirkan adalah apakah pkb indonesia bisa lolos verifikasi kementerian hukum dan ham? jadi , bagaimana kita mau bersaing di pemilu kalau mereka tidak lolos verifikasi , tukas marwan .",marwan adalah entitas person
"menteri kelautan dan perikanan juga mengatakan , atas kontribusi masyarakat itulah luas kawasan konservasi raja ampat diharapkan terus bertambah dari luas saat ini yang diperkirakan sudah mencapai 1,1 juta hektare .",raja ampat adalah entitas location
"citra itu sangat bertolak belakang dengan ppp sebagai partai islam .",ppp adalah entitas organization
"nurul menilai kisruh di internal pemerintahan jokowi-kalla akibat koalisi mereka sendiri , yakni koalisi indonesia hebat .",nurul adalah entitas person
"nurul menilai kisruh di internal pemerintahan jokowi-kalla akibat koalisi mereka sendiri , yakni koalisi indonesia hebat .",koalisi indonesia hebat adalah entitas organization
"raja abdullah mengatakan dalam satu wawancara dengan afp , bahwa israel harus mengakhiri pendudukannya atas tanah arab jika dia ingin bekerjasama dengan dunia muslim .",abdullah adalah entitas person
"raja abdullah mengatakan dalam satu wawancara dengan afp , bahwa israel harus mengakhiri pendudukannya atas tanah arab jika dia ingin bekerjasama dengan dunia muslim .",afp adalah entitas organization
"raja abdullah mengatakan dalam satu wawancara dengan afp , bahwa israel harus mengakhiri pendudukannya atas tanah arab jika dia ingin bekerjasama dengan dunia muslim .",arab adalah entitas location
"level ii berlanjut sekolah yang menghadirkan para pakar ini merupakan kegiatan tahunan yang dirancang oleh bei dalam gerakan nasional cinta pasar modal .",bei adalah entitas organization
"para menteri luar negeri jordania dan israel telah bertemu di amman ahad untuk membahas cara-cara mempercepat proses perdamaian israel - palestina .",amman ahad adalah entitas location
"smith , wakil presiden philip morris untuk hubungan perusahaan / corporate affairs .",smith adalah entitas person
"smith , wakil presiden philip morris untuk hubungan perusahaan / corporate affairs .",philip morris adalah entitas person
"para pejuang hamas menembakkan sejumlah roket ke israel , menghantam kota selatan beersheba , mencederai dua orang .",hamas adalah entitas organization
"para pejuang hamas menembakkan sejumlah roket ke israel , menghantam kota selatan beersheba , mencederai dua orang .",israel adalah entitas location
"para pejuang hamas menembakkan sejumlah roket ke israel , menghantam kota selatan beersheba , mencederai dua orang .",beersheba adalah entitas location
"ruhut menyebutkan dirinya akan menjadi orator dan menyuarakan isu penegakan hukum .",ruhut adalah entitas person
"salah satu foto dari korea utara , misalnya , memperlihatkan petak yang hampir tak ada cahaya di antara wilayah di sekitarnya seperti korea selatan dan tiongkok .",korea utara adalah entitas location
"salah satu foto dari korea utara , misalnya , memperlihatkan petak yang hampir tak ada cahaya di antara wilayah di sekitarnya seperti korea selatan dan tiongkok .",korea selatan adalah entitas location
"salah satu foto dari korea utara , misalnya , memperlihatkan petak yang hampir tak ada cahaya di antara wilayah di sekitarnya seperti korea selatan dan tiongkok .",tiongkok adalah entitas location
"hadir dalam rombongan zulkifli di pertemuan tersebut , anggota fraksi pan dpr , andi taufan tiro , indira chunda thita , dan yandri susanto .",zulkifli adalah entitas person
"hadir dalam rombongan zulkifli di pertemuan tersebut , anggota fraksi pan dpr , andi taufan tiro , indira chunda thita , dan yandri susanto .",pan dpr adalah entitas organization
"hadir dalam rombongan zulkifli di pertemuan tersebut , anggota fraksi pan dpr , andi taufan tiro , indira chunda thita , dan yandri susanto .",andi taufan tiro adalah entitas person
"hadir dalam rombongan zulkifli di pertemuan tersebut , anggota fraksi pan dpr , andi taufan tiro , indira chunda thita , dan yandri susanto .",indira chunda thita adalah entitas person
"hadir dalam rombongan zulkifli di pertemuan tersebut , anggota fraksi pan dpr , andi taufan tiro , indira chunda thita , dan yandri susanto .",yandri susanto adalah entitas person
"kadar oksigen dalam tubuh yang tinggi atau dikenal juga sebagai hiperoksia , yang disebabkan oleh terapi oksigen dapat menekan pernafasan bagi bayi yang baru lahir , menurut penemuan dalam penelitian pada hewan yang diterbitkan dalam jurnal pernafasan eropa .",eropa adalah entitas location
"pemerintah mugabe berada di ambang keruntuhan saat menghadapi pemogokan umum yang mungkin dilancarkan oleh 180.000 pegawai pemerintah pekan ini .",pemerintah mugabe adalah entitas organization
"sebelum mendatangi acara hari ulang tahun gp ansor ke-80 , mahfud md terlebih dulu transit di pendapa pemerintah kabupaten madiun .",gp ansor adalah entitas organization
"sebelum mendatangi acara hari ulang tahun gp ansor ke-80 , mahfud md terlebih dulu transit di pendapa pemerintah kabupaten madiun .",mahfud md adalah entitas person
"sebelum mendatangi acara hari ulang tahun gp ansor ke-80 , mahfud md terlebih dulu transit di pendapa pemerintah kabupaten madiun .",pendapa pemerintah kabupaten madiun adalah entitas location
"menurut fernita , angel suka membaca buku dan banyak bertanya tentang persoalan politik .",fernita adalah entitas person
"menurut fernita , angel suka membaca buku dan banyak bertanya tentang persoalan politik .",angel adalah entitas person
"tapi bouygues mengatakan laba paruh pertamanya tidak mengindikasikan tren sepanjang tahun karena sifat musiman yang tinggi dari kebanyakan aktivitas-aktivitas perusahaan .",bouygues adalah entitas organization
"kuota tersebut tidak akan ditambah sampai akhir tahun sesuai dengan kesepakatan antara pemerintah dengan dpr .",dpr adalah entitas organization
"seperti perkembangan rekomendasi dari tim panitia khusus bentukan dewan perwakilan rakyat hingga proses-proses penyidikan di kejaksaan agung .",dewan perwakilan rakyat adalah entitas organization
"seperti perkembangan rekomendasi dari tim panitia khusus bentukan dewan perwakilan rakyat hingga proses-proses penyidikan di kejaksaan agung .",kejaksaan agung adalah entitas organization
"politikus partai demokrat , didi irawadi syamsuddin , mengatakan partainya merasa kecewa dengan salah satu keputusan musyawarah nasional partai golkar versi aburizal bakrie , yang menolak peraturan pemerintah penggganti undang-undang tentang pemilihan kepala daerah langsung .",partai demokrat adalah entitas organization
"politikus partai demokrat , didi irawadi syamsuddin , mengatakan partainya merasa kecewa dengan salah satu keputusan musyawarah nasional partai golkar versi aburizal bakrie , yang menolak peraturan pemerintah penggganti undang-undang tentang pemilihan kepala daerah langsung .",didi irawadi syamsuddin adalah entitas person
"politikus partai demokrat , didi irawadi syamsuddin , mengatakan partainya merasa kecewa dengan salah satu keputusan musyawarah nasional partai golkar versi aburizal bakrie , yang menolak peraturan pemerintah penggganti undang-undang tentang pemilihan kepala daerah langsung .",partai golkar adalah entitas organization
"politikus partai demokrat , didi irawadi syamsuddin , mengatakan partainya merasa kecewa dengan salah satu keputusan musyawarah nasional partai golkar versi aburizal bakrie , yang menolak peraturan pemerintah penggganti undang-undang tentang pemilihan kepala daerah langsung .",aburizal bakrie adalah entitas person
"rumah husein besar .",husein adalah entitas person
"demikian dikatakan wakil sekretaris jenderal pdip ahmad basarah melalui pesan singkat , kamis (29/1/2015) .",pdip adalah entitas organization
"demikian dikatakan wakil sekretaris jenderal pdip ahmad basarah melalui pesan singkat , kamis (29/1/2015) .",ahmad basarah adalah entitas person
"namun , hal yang terjadi jokowi justru tampak tidak memegang kendali karena diintervensi sana-sini .",jokowi adalah entitas person
"beberapa insiden sebelumnya terjadi dari tembakan nyasar dari perang antara pasukan pemerintah suriah dengan pasukan oposisi .",pemerintah suriah adalah entitas organization
"informasi yang diolah oleh svm berasal dari hasil diagnosa darah pasien meliputi hepatobiopsy , hcv-rna , hcv gene-type , dan berbagai faktor lain sebanyak 30 jenis .",svm adalah entitas organization
"sebelumnya , lingkaran survei indoensia (lsi) melakukan survei terkait kinerja kabinet indonesia bersatu (kib) ii memasuki tahun politik .",lingkaran survei indoensia (lsi) adalah entitas organization
"sebelumnya , lingkaran survei indoensia (lsi) melakukan survei terkait kinerja kabinet indonesia bersatu (kib) ii memasuki tahun politik .",kabinet indonesia bersatu (kib) ii adalah entitas organization
"koalisi ini mengusung prabowo subianto - hatta rajasa sebagai calon presiden dan calon wakil presiden .",prabowo subianto adalah entitas person
"koalisi ini mengusung prabowo subianto - hatta rajasa sebagai calon presiden dan calon wakil presiden .",hatta rajasa adalah entitas person
"sedangkan untuk posisi sekteraris jenderal , achsanul ingin agar dijabat oleh orang yang berkualifikasi , total bekerja untuk partai , dan bahkan kalau perlu digaji .",achsanul adalah entitas person
"perubahan tersebut diperlukan pada saat ini dengan mempertimbangkan fakta bahwa ketika peraturan itu dirancang pada tahun 1960 dan disahkan menjadi undang-undang , penyakit seperti ebola tidak ada , kata menteri keadilan sierra leone frank kargbo kepada reuters .",frank kargbo adalah entitas person
"perubahan tersebut diperlukan pada saat ini dengan mempertimbangkan fakta bahwa ketika peraturan itu dirancang pada tahun 1960 dan disahkan menjadi undang-undang , penyakit seperti ebola tidak ada , kata menteri keadilan sierra leone frank kargbo kepada reuters .",reuters adalah entitas organization
"ketiga saksi yang mengenakan cadar ialah neneng sri wahyuni , yulianis , dan oktarina putri .",neneng sri wahyuni adalah entitas person
"ketiga saksi yang mengenakan cadar ialah neneng sri wahyuni , yulianis , dan oktarina putri .",yulianis adalah entitas person
"ketiga saksi yang mengenakan cadar ialah neneng sri wahyuni , yulianis , dan oktarina putri .",oktarina putri adalah entitas person
"meskipun tak ada larangan pemerintah bagi perempuan untuk mengemudikan mobil , sangat langka untuk melihat perempuan pengemudi di kabul serta kota besar lain di afghanistan .",kabul adalah entitas location
"meskipun tak ada larangan pemerintah bagi perempuan untuk mengemudikan mobil , sangat langka untuk melihat perempuan pengemudi di kabul serta kota besar lain di afghanistan .",afghanistan adalah entitas location
"temuan ini juga telah disampaikan kepada dpr , kamis lalu .",dpr adalah entitas organization
"mereka adalah spesies diadectes absitus dan orobates pabsti yang fosilnya ditemukan di formasi tambach di jerman bagian tengah .",formasi tambach adalah entitas location
"mereka adalah spesies diadectes absitus dan orobates pabsti yang fosilnya ditemukan di formasi tambach di jerman bagian tengah .",jerman adalah entitas location
"ide untuk membuat salep dari darah sapi ini menurut riefky , salah satu anggota tim lainnya , melihat langsung proses pemotongan sapi di rumah potong hewan (rph) , giwangan , yogyakarta .",riefky adalah entitas person
"ide untuk membuat salep dari darah sapi ini menurut riefky , salah satu anggota tim lainnya , melihat langsung proses pemotongan sapi di rumah potong hewan (rph) , giwangan , yogyakarta .",rumah potong hewan (rph) adalah entitas location
"ide untuk membuat salep dari darah sapi ini menurut riefky , salah satu anggota tim lainnya , melihat langsung proses pemotongan sapi di rumah potong hewan (rph) , giwangan , yogyakarta .",giwangan adalah entitas location
"ide untuk membuat salep dari darah sapi ini menurut riefky , salah satu anggota tim lainnya , melihat langsung proses pemotongan sapi di rumah potong hewan (rph) , giwangan , yogyakarta .",yogyakarta adalah entitas location
"menkokesra agung laksono yang berasal dari partai golkar menegaskan semua menteri dari golkar sudah menyampaikan kepada ketua umumnya bahwa mereka tidak bisa berkampanye di hari kerja .",agung laksono adalah entitas person
"menkokesra agung laksono yang berasal dari partai golkar menegaskan semua menteri dari golkar sudah menyampaikan kepada ketua umumnya bahwa mereka tidak bisa berkampanye di hari kerja .",partai golkar adalah entitas organization
"menkokesra agung laksono yang berasal dari partai golkar menegaskan semua menteri dari golkar sudah menyampaikan kepada ketua umumnya bahwa mereka tidak bisa berkampanye di hari kerja .",golkar adalah entitas organization
"oleh presiden susilo bambang yudhoyono , djoko diberi mandat untuk mengawal proses pemilu 2014 secara keseluruhan .",susilo bambang yudhoyono adalah entitas person
"oleh presiden susilo bambang yudhoyono , djoko diberi mandat untuk mengawal proses pemilu 2014 secara keseluruhan .",djoko adalah entitas person
"tembakan roket dari suriah menghantam sektor dataran tinggi golan yang dikuasai israel , minggu (24/8) , tapi tidak ada laporan korban jiwa .",suriah adalah entitas location
"tembakan roket dari suriah menghantam sektor dataran tinggi golan yang dikuasai israel , minggu (24/8) , tapi tidak ada laporan korban jiwa .",dataran tinggi golan adalah entitas location
"presiden susilo bambang yudhoyono meminta agar kalangan perbankan nasional mendukung pertumbuhan ekonomi yang berkualitas growth with equity dengan memberikan kredit pada sektor produktif dan sektor umkm .",susilo bambang yudhoyono adalah entitas person
"miran shah , kata jurubicara mayjen shaukat sultan kepada dpa .",miran shah adalah entitas person
"miran shah , kata jurubicara mayjen shaukat sultan kepada dpa .",shaukat sultan adalah entitas person
"miran shah , kata jurubicara mayjen shaukat sultan kepada dpa .",dpa adalah entitas organization
"menteri pertahanan amerika serikat , robert gates , selasa bertemu dengan raja jordania abdullah ii di tengah lawatan yang bertujuan menggalang dukungan bagi pemerintah irak dan menghadapi semakin luasnya pengaruh iran di timur tengah .",robert gates adalah entitas person
"menteri pertahanan amerika serikat , robert gates , selasa bertemu dengan raja jordania abdullah ii di tengah lawatan yang bertujuan menggalang dukungan bagi pemerintah irak dan menghadapi semakin luasnya pengaruh iran di timur tengah .",jordania adalah entitas location
"menteri pertahanan amerika serikat , robert gates , selasa bertemu dengan raja jordania abdullah ii di tengah lawatan yang bertujuan menggalang dukungan bagi pemerintah irak dan menghadapi semakin luasnya pengaruh iran di timur tengah .",abdullah ii adalah entitas person
"menteri pertahanan amerika serikat , robert gates , selasa bertemu dengan raja jordania abdullah ii di tengah lawatan yang bertujuan menggalang dukungan bagi pemerintah irak dan menghadapi semakin luasnya pengaruh iran di timur tengah .",pemerintah irak adalah entitas organization
"menteri pertahanan amerika serikat , robert gates , selasa bertemu dengan raja jordania abdullah ii di tengah lawatan yang bertujuan menggalang dukungan bagi pemerintah irak dan menghadapi semakin luasnya pengaruh iran di timur tengah .",timur tengah adalah entitas location
"yang terjadi di pantura adalah panic buying karena ada isu bbm premium kosong .",pantura adalah entitas location
"kantor berita resmi irna melaporkan rudal ghadir , dengan jangkauan 100 kilometer (62 mil) dirancang untuk memusnahkan target di laut .",irna adalah entitas organization
"hidayat dan airlangga mundur karena menganggap ada proses yang tidak demokratis dan tidak fair dalam munas ix yang berlangsung di bali .",hidayat adalah entitas person
"hidayat dan airlangga mundur karena menganggap ada proses yang tidak demokratis dan tidak fair dalam munas ix yang berlangsung di bali .",airlangga adalah entitas person
"hidayat dan airlangga mundur karena menganggap ada proses yang tidak demokratis dan tidak fair dalam munas ix yang berlangsung di bali .",bali adalah entitas location
"ketua dewan pertimbangan partai golkar akbar tandjung kembali menegaskan tidak ada evaluasi dalam pencapresan aburizal bakrie .",partai golkar adalah entitas organization
"ketua dewan pertimbangan partai golkar akbar tandjung kembali menegaskan tidak ada evaluasi dalam pencapresan aburizal bakrie .",akbar tandjung adalah entitas person
"ketua dewan pertimbangan partai golkar akbar tandjung kembali menegaskan tidak ada evaluasi dalam pencapresan aburizal bakrie .",aburizal bakrie adalah entitas person
"sebelumnya , mesa telah menolak proposal umum dari stateswest untuk menggabungkan kedua perusahaan pengangkutan dalam beberapa cara .",mesa adalah entitas organization
"sebelumnya , mesa telah menolak proposal umum dari stateswest untuk menggabungkan kedua perusahaan pengangkutan dalam beberapa cara .",stateswest adalah entitas organization
"yoseph kaburuan , pelatih bei , menerangkan , banyak masyarakat sering salah persepsi tentang pasar modal .",yoseph kaburuan adalah entitas person
"yoseph kaburuan , pelatih bei , menerangkan , banyak masyarakat sering salah persepsi tentang pasar modal .",bei adalah entitas organization
"delapan orang itu merasa dirugikan lantaran pada 9 juli 2014 kehilangan pendapatan karena ada penyelenggaraan pemilu presiden , ujar firman .",firman adalah entitas person
"gugatan itu dilayangkan semata-mata untuk membuktikan adanya perbuatan melawan hukum yang dilakukan kpu , kata firman .",kpu adalah entitas organization
"gugatan itu dilayangkan semata-mata untuk membuktikan adanya perbuatan melawan hukum yang dilakukan kpu , kata firman .",firman adalah entitas person
"tentu menggunakan bahasa indonesia dan bahasa arab , ujar onim .",onim adalah entitas person
"saya sudah melihat sendiri lumpur lapindo ini . dalam posisi ini , negara harusnya hadir sebagai representasi kedaulatan rakyat , ujar jokowi saat mengunjungi lokasi luapan lumpur lapindo , kamis (29/5/2014) .",lumpur lapindo adalah entitas location
"saya sudah melihat sendiri lumpur lapindo ini . dalam posisi ini , negara harusnya hadir sebagai representasi kedaulatan rakyat , ujar jokowi saat mengunjungi lokasi luapan lumpur lapindo , kamis (29/5/2014) .",jokowi adalah entitas person
"saya sudah melihat sendiri lumpur lapindo ini . dalam posisi ini , negara harusnya hadir sebagai representasi kedaulatan rakyat , ujar jokowi saat mengunjungi lokasi luapan lumpur lapindo , kamis (29/5/2014) .",lokasi luapan lumpur lapindo adalah entitas location
"suhardi pantang makan makanan yang terbuat dari gandum .",suhardi adalah entitas person
"ketua fraksi pkb marwan jafar mengatakan adanya peluang politik uang sebagai jalan pintas bagi calon legislatif (caleg) untuk menjadi anggota dpr .",pkb adalah entitas organization
"ketua fraksi pkb marwan jafar mengatakan adanya peluang politik uang sebagai jalan pintas bagi calon legislatif (caleg) untuk menjadi anggota dpr .",marwan jafar adalah entitas person
"ketua fraksi pkb marwan jafar mengatakan adanya peluang politik uang sebagai jalan pintas bagi calon legislatif (caleg) untuk menjadi anggota dpr .",dpr adalah entitas organization
"menurut rahmad , dalam darah mengandung platelet .",rahmad adalah entitas person
"pesawat tersebut sebelumnya lepas landas dari nouakchott , ibukota negara afrika barat laut itu , dan melakukan persinggahan di nouadhibou .",nouakchott adalah entitas location
"pesawat tersebut sebelumnya lepas landas dari nouakchott , ibukota negara afrika barat laut itu , dan melakukan persinggahan di nouadhibou .",afrika adalah entitas location
"pesawat tersebut sebelumnya lepas landas dari nouakchott , ibukota negara afrika barat laut itu , dan melakukan persinggahan di nouadhibou .",nouadhibou adalah entitas location
"gugatan ke pn jakpus berada pada ranah pidana , kata firman .",pn jakpus adalah entitas organization
"gugatan ke pn jakpus berada pada ranah pidana , kata firman .",firman adalah entitas person
"pertamina mendorong agar orang-orang mampu membeli bbm non subsidi seperti pertamax , agar tak terjadi antrean kendaraan .",pertamina adalah entitas organization
"pasukan misrata telah menolak dewan perwakilan rakyat yang baru , dengan kampanye kelompok liberal dan pengacara untuk sistem federal menunjukkan sinyal kuat .",pasukan misrata adalah entitas organization
"pasukan misrata telah menolak dewan perwakilan rakyat yang baru , dengan kampanye kelompok liberal dan pengacara untuk sistem federal menunjukkan sinyal kuat .",dewan perwakilan rakyat adalah entitas organization
"menurut basarah , pertemuan dua tokoh bangsa itu akan mencairkan suasana dan ketegangan politik antara pemerintah dan parlemen .",basarah adalah entitas person
"oleh karena itu , sebaiknya tidak mendekatinya di saat tertentu , kata cut meutia yang mengaku telah melihat hewan tersebut .",cut meutia adalah entitas person
"polisi spanyol hari jumat menginterogasi seorang pria mauritania berusia 32 tahun yang membajak sebuah pesawat boeing 737 yang sedang dalam perjalanan dari mauritania menuju las palmas di kepulauan canary , spanyol , kata polisi .",mauritania adalah entitas location
"polisi spanyol hari jumat menginterogasi seorang pria mauritania berusia 32 tahun yang membajak sebuah pesawat boeing 737 yang sedang dalam perjalanan dari mauritania menuju las palmas di kepulauan canary , spanyol , kata polisi .",las palmas adalah entitas location
"polisi spanyol hari jumat menginterogasi seorang pria mauritania berusia 32 tahun yang membajak sebuah pesawat boeing 737 yang sedang dalam perjalanan dari mauritania menuju las palmas di kepulauan canary , spanyol , kata polisi .",kepulauan canary adalah entitas location
"polisi spanyol hari jumat menginterogasi seorang pria mauritania berusia 32 tahun yang membajak sebuah pesawat boeing 737 yang sedang dalam perjalanan dari mauritania menuju las palmas di kepulauan canary , spanyol , kata polisi .",spanyol adalah entitas location
"ppatk juga telah diminta menelusuri rekening pimpinan dewan .",ppatk adalah entitas organization
"tenaga kesehatan asing yang bekerja di indonesia akan diminta untuk bisa berbahasa indonesia sebagai salah satu persyaratan dalam pelaksanaan komunitas ekonomi asean (aec) pada 2015 mendatang .",indonesia adalah entitas location
"tenaga kesehatan asing yang bekerja di indonesia akan diminta untuk bisa berbahasa indonesia sebagai salah satu persyaratan dalam pelaksanaan komunitas ekonomi asean (aec) pada 2015 mendatang .",komunitas ekonomi asean (aec) adalah entitas organization
"pada posisi 30 juli 2007 , komposisi kepemilikan saham mobile 8 terdiri dari global mediacom menguasai 39,71 persen , asia link bv 6,02 persen , dan qualcomm inc 5,16 persen dan sisanya dimiliki publik .",mobile 8 adalah entitas organization
"pada posisi 30 juli 2007 , komposisi kepemilikan saham mobile 8 terdiri dari global mediacom menguasai 39,71 persen , asia link bv 6,02 persen , dan qualcomm inc 5,16 persen dan sisanya dimiliki publik .",global mediacom adalah entitas organization
"pada posisi 30 juli 2007 , komposisi kepemilikan saham mobile 8 terdiri dari global mediacom menguasai 39,71 persen , asia link bv 6,02 persen , dan qualcomm inc 5,16 persen dan sisanya dimiliki publik .",asia link bv adalah entitas organization
"pada posisi 30 juli 2007 , komposisi kepemilikan saham mobile 8 terdiri dari global mediacom menguasai 39,71 persen , asia link bv 6,02 persen , dan qualcomm inc 5,16 persen dan sisanya dimiliki publik .",qualcomm inc adalah entitas organization
"hal itu berbeda dengan peraturan di malaysia yang secara internal melindungi perbankannya dengan sederet diskresi .",malaysia adalah entitas location
"jelas informasi penyebaran virus ini juga akan mencemaskan bagi masyarakat kita terutama yang akan berangkat atau baru kembali dari afrika .",afrika adalah entitas location
"sedangkan serangan terhadap kediaman komandan militer hamas , mohammed deif justru menewaskan istri dan dua anak deif .",hamas adalah entitas organization
"sedangkan serangan terhadap kediaman komandan militer hamas , mohammed deif justru menewaskan istri dan dua anak deif .",mohammed deif adalah entitas person
"sedangkan serangan terhadap kediaman komandan militer hamas , mohammed deif justru menewaskan istri dan dua anak deif .",deif adalah entitas person
"kami yakin sejak awal golkar tidak akan meninggalkan demokrat , ujarnya .",golkar adalah entitas organization
"kami yakin sejak awal golkar tidak akan meninggalkan demokrat , ujarnya .",demokrat adalah entitas organization
"saya keberatan yang mulia , ujar neneng , diikuti yulianis dan oktarina .",neneng adalah entitas person
"saya keberatan yang mulia , ujar neneng , diikuti yulianis dan oktarina .",yulianis adalah entitas person
"saya keberatan yang mulia , ujar neneng , diikuti yulianis dan oktarina .",oktarina adalah entitas person
"menurut marwan , persoalan politik uang sangat serius .",marwan adalah entitas person
"ia mengatakan kapasitas produksi pt gunung tua mandiri mencapai 1,5 juta ton andesit per tahun dengan cadangan persediaan 30 juta ton andesit .",pt gunung tua mandiri adalah entitas organization
"justru kekisruhannya bukan karena kmp akan menjadi penghalang seperti yang dikhawatirkan masyarakat , justru kmp ini lebih firm dalam posisi saat ini ialah mendukung . kalau mengkritik ya mengkritif yang konstruktif . kami melihat kekacauan ini dari keluarga kih sendiri , kata nurul dalam diskusi evaluasi 100 hari pemerintahan jokowi-kalla di jakarta , senin (26/1/2015) .",kmp adalah entitas organization
"justru kekisruhannya bukan karena kmp akan menjadi penghalang seperti yang dikhawatirkan masyarakat , justru kmp ini lebih firm dalam posisi saat ini ialah mendukung . kalau mengkritik ya mengkritif yang konstruktif . kami melihat kekacauan ini dari keluarga kih sendiri , kata nurul dalam diskusi evaluasi 100 hari pemerintahan jokowi-kalla di jakarta , senin (26/1/2015) .",kmp adalah entitas organization
"justru kekisruhannya bukan karena kmp akan menjadi penghalang seperti yang dikhawatirkan masyarakat , justru kmp ini lebih firm dalam posisi saat ini ialah mendukung . kalau mengkritik ya mengkritif yang konstruktif . kami melihat kekacauan ini dari keluarga kih sendiri , kata nurul dalam diskusi evaluasi 100 hari pemerintahan jokowi-kalla di jakarta , senin (26/1/2015) .",kih adalah entitas organization
