Source sentence,Answer sentence
"Dengan mengendap-endap , Mendur Bersaudara berhasil merapat ke rumah di Jalan Pegangsaan Timur Nomor 56 , Cikini , Jakarta tatkala jam masih menunjukkan pukul 5 pagi .",Jalan Pegangsaan Timur adalah entitas location
"Dengan mengendap-endap , Mendur Bersaudara berhasil merapat ke rumah di Jalan Pegangsaan Timur Nomor 56 , Cikini , Jakarta tatkala jam masih menunjukkan pukul 5 pagi .",Cikini adalah entitas location
"Dengan mengendap-endap , Mendur Bersaudara berhasil merapat ke rumah di Jalan Pegangsaan Timur Nomor 56 , Cikini , Jakarta tatkala jam masih menunjukkan pukul 5 pagi .",Jakarta adalah entitas location
"Lewat Gateway to Astronaut Photography of Earth , NASA memiliki foto dari misi Mercury pada era 1960-an hingga foto-foto baru dari stasiun luar angkasa internasional .",NASA adalah entitas organization
"Pertemuan konsolidasi pemenangan Zulkifli Hasan tersebut dihadiri Ketua PAN Sulawesi Selatan dan kabupaten atau kota .",Zulkifli Hasan adalah entitas person
"Pertemuan konsolidasi pemenangan Zulkifli Hasan tersebut dihadiri Ketua PAN Sulawesi Selatan dan kabupaten atau kota .",PAN adalah entitas organization
"Pertemuan konsolidasi pemenangan Zulkifli Hasan tersebut dihadiri Ketua PAN Sulawesi Selatan dan kabupaten atau kota .",Sulawesi Selatan adalah entitas location
"Untuk menghadapi fakta genetik homeostasis , kelompok ilmuwan ini menggunakan konsep mutasi , yang telah diperkenalkan oleh ahli botani Belanda Hugo de Vries pada awal abad ke-20 .",Hugo de Vries adalah entitas person
"Kondisi pasar di kawasan Pasar Sentral Kota Medan semakin semrawut , khususnya di Jalan Bintang , Jalan Bulan , Jalan Veteran , di lokasi tempat jualan asal berdiri .",Pasar Sentral Kota Medan adalah entitas location
"Kondisi pasar di kawasan Pasar Sentral Kota Medan semakin semrawut , khususnya di Jalan Bintang , Jalan Bulan , Jalan Veteran , di lokasi tempat jualan asal berdiri .",Jalan Bintang adalah entitas location
"Kondisi pasar di kawasan Pasar Sentral Kota Medan semakin semrawut , khususnya di Jalan Bintang , Jalan Bulan , Jalan Veteran , di lokasi tempat jualan asal berdiri .",Jalan Bulan adalah entitas location
"Kondisi pasar di kawasan Pasar Sentral Kota Medan semakin semrawut , khususnya di Jalan Bintang , Jalan Bulan , Jalan Veteran , di lokasi tempat jualan asal berdiri .",Jalan Veteran adalah entitas location
"Andi mengatakan Jokowi rencananya melantik Prasetyo sebagai Jaksa Agung pada siang ini pukul 14.00 di Istana Negara .",Andi adalah entitas person
"Andi mengatakan Jokowi rencananya melantik Prasetyo sebagai Jaksa Agung pada siang ini pukul 14.00 di Istana Negara .",Jokowi adalah entitas person
"Andi mengatakan Jokowi rencananya melantik Prasetyo sebagai Jaksa Agung pada siang ini pukul 14.00 di Istana Negara .",Prasetyo adalah entitas person
"Andi mengatakan Jokowi rencananya melantik Prasetyo sebagai Jaksa Agung pada siang ini pukul 14.00 di Istana Negara .",Istana Negara adalah entitas location
"Cristobal semula terbentuk sebagai depresi di kepulauan Turks dan Cairos , Sabtu .",kepulauan Turks adalah entitas location
"Cristobal semula terbentuk sebagai depresi di kepulauan Turks dan Cairos , Sabtu .",Cairos adalah entitas location
"Mundurnya Hary Tanoesoedibyo dan sejumlah pengurus teras Dewan Pimpinan Pusat Partai Nasional Demokrat , malah disyukuri pengurus DPD Partai NasDem Kabupaten Sumenep , Jawa Timur .",Hary Tanoesoedibyo adalah entitas person
"Mundurnya Hary Tanoesoedibyo dan sejumlah pengurus teras Dewan Pimpinan Pusat Partai Nasional Demokrat , malah disyukuri pengurus DPD Partai NasDem Kabupaten Sumenep , Jawa Timur .",Nasional Demokrat adalah entitas organization
"Mundurnya Hary Tanoesoedibyo dan sejumlah pengurus teras Dewan Pimpinan Pusat Partai Nasional Demokrat , malah disyukuri pengurus DPD Partai NasDem Kabupaten Sumenep , Jawa Timur .",NasDem adalah entitas organization
"Mundurnya Hary Tanoesoedibyo dan sejumlah pengurus teras Dewan Pimpinan Pusat Partai Nasional Demokrat , malah disyukuri pengurus DPD Partai NasDem Kabupaten Sumenep , Jawa Timur .",Kabupaten Sumenep adalah entitas location
"Mundurnya Hary Tanoesoedibyo dan sejumlah pengurus teras Dewan Pimpinan Pusat Partai Nasional Demokrat , malah disyukuri pengurus DPD Partai NasDem Kabupaten Sumenep , Jawa Timur .",Jawa Timur adalah entitas location
"Ketua Dewan Pakar Partai Golkar Siswono Yudo Husodo mengatakan , Golkar tidak akan mungkin berada di luar pemerintahan .",Partai Golkar adalah entitas organization
"Ketua Dewan Pakar Partai Golkar Siswono Yudo Husodo mengatakan , Golkar tidak akan mungkin berada di luar pemerintahan .",Siswono Yudo Husodo adalah entitas person
"Ketua Dewan Pakar Partai Golkar Siswono Yudo Husodo mengatakan , Golkar tidak akan mungkin berada di luar pemerintahan .",Golkar adalah entitas organization
"Prasetyo merupakan politikus Partai NasDem yang kini menjadi anggota DPR periode 2014-2019 , yang terpilih dari daerah pemilihan Jawa Tengah II .",Prasetyo adalah entitas person
"Prasetyo merupakan politikus Partai NasDem yang kini menjadi anggota DPR periode 2014-2019 , yang terpilih dari daerah pemilihan Jawa Tengah II .",Partai NasDem adalah entitas organization
"Prasetyo merupakan politikus Partai NasDem yang kini menjadi anggota DPR periode 2014-2019 , yang terpilih dari daerah pemilihan Jawa Tengah II .",DPR adalah entitas organization
"Prasetyo merupakan politikus Partai NasDem yang kini menjadi anggota DPR periode 2014-2019 , yang terpilih dari daerah pemilihan Jawa Tengah II .",Jawa Tengah adalah entitas location
"Untuk menentukan alur keluarga tumbuhan-tumbuhan ini , para ahli botani di Universitas Harvard melakukan analisis DNA .",Universitas Harvard adalah entitas location
"Israel telah menyatakan Hamas bertanggung jawab atas korban tewas pada rakyat sipil karena kelompok itu beroperasi di antara mereka .",Hamas adalah entitas organization
"Kader PKB yang terpilih menjadi menteri , 100 persen waktunya untuk kabinet , kata Cak Imin di Hotel Grand Sahid Jaya , Sudirman , Jakarta Pusat , Senin (8/9/2014) .",PKB adalah entitas organization
"Kader PKB yang terpilih menjadi menteri , 100 persen waktunya untuk kabinet , kata Cak Imin di Hotel Grand Sahid Jaya , Sudirman , Jakarta Pusat , Senin (8/9/2014) .",Cak Imin adalah entitas person
"Kader PKB yang terpilih menjadi menteri , 100 persen waktunya untuk kabinet , kata Cak Imin di Hotel Grand Sahid Jaya , Sudirman , Jakarta Pusat , Senin (8/9/2014) .",Hotel Grand Sahid Jaya adalah entitas location
"Kader PKB yang terpilih menjadi menteri , 100 persen waktunya untuk kabinet , kata Cak Imin di Hotel Grand Sahid Jaya , Sudirman , Jakarta Pusat , Senin (8/9/2014) .",Sudirman adalah entitas location
"Kader PKB yang terpilih menjadi menteri , 100 persen waktunya untuk kabinet , kata Cak Imin di Hotel Grand Sahid Jaya , Sudirman , Jakarta Pusat , Senin (8/9/2014) .",Jakarta Pusat adalah entitas location
"Oleh karena itu yang terpenting otoritas kesehatan bandara harus mencermati para penumpang pesawat yang berasal dari Afrika terutama yang berasal dari negara yang sedang mengalami wabah tersebut yaitu Liberia , Guinea dan Sierra Leone , Afrika .",Afrika adalah entitas location
"Oleh karena itu yang terpenting otoritas kesehatan bandara harus mencermati para penumpang pesawat yang berasal dari Afrika terutama yang berasal dari negara yang sedang mengalami wabah tersebut yaitu Liberia , Guinea dan Sierra Leone , Afrika .",Liberia adalah entitas location
"Oleh karena itu yang terpenting otoritas kesehatan bandara harus mencermati para penumpang pesawat yang berasal dari Afrika terutama yang berasal dari negara yang sedang mengalami wabah tersebut yaitu Liberia , Guinea dan Sierra Leone , Afrika .",Guinea adalah entitas location
"Oleh karena itu yang terpenting otoritas kesehatan bandara harus mencermati para penumpang pesawat yang berasal dari Afrika terutama yang berasal dari negara yang sedang mengalami wabah tersebut yaitu Liberia , Guinea dan Sierra Leone , Afrika .",Sierra Leone adalah entitas location
"Oleh karena itu yang terpenting otoritas kesehatan bandara harus mencermati para penumpang pesawat yang berasal dari Afrika terutama yang berasal dari negara yang sedang mengalami wabah tersebut yaitu Liberia , Guinea dan Sierra Leone , Afrika .",Afrika adalah entitas location
"Tidak seperti PKS yang menyatakan tegas menolak kenaikan BBM .",PKS adalah entitas organization
"Hal ini lebih terang dalam gambar astronot dari Berlin , ibukota Jerman , negara dengan perekonomian paling sehat di Eropa , sebut dia .",Berlin adalah entitas location
"Hal ini lebih terang dalam gambar astronot dari Berlin , ibukota Jerman , negara dengan perekonomian paling sehat di Eropa , sebut dia .",Jerman adalah entitas location
"Hal ini lebih terang dalam gambar astronot dari Berlin , ibukota Jerman , negara dengan perekonomian paling sehat di Eropa , sebut dia .",Eropa adalah entitas location
"Menurut dia , adanya temuan terhadap komoditi dari masing-masing negara merupakan kejadian yang dapat terjadi setiap saat seperti sebelumnya terhadap produk yang diekspor ke Australia dan Amerika Serikat .",Australia adalah entitas location
"Menurut dia , adanya temuan terhadap komoditi dari masing-masing negara merupakan kejadian yang dapat terjadi setiap saat seperti sebelumnya terhadap produk yang diekspor ke Australia dan Amerika Serikat .",Amerika Serikat adalah entitas location
"Gubernur New Mexico AS Bill Richardson mengatakan pada jumpa pers pada akhir kunjungan empat hari , Presiden Omar al-Beshir telah menyetujui usulan delegasinya bagi gencatan senjata di wilayah barat Sudan yang dilanda perang itu .",Bill Richardson adalah entitas person
"Gubernur New Mexico AS Bill Richardson mengatakan pada jumpa pers pada akhir kunjungan empat hari , Presiden Omar al-Beshir telah menyetujui usulan delegasinya bagi gencatan senjata di wilayah barat Sudan yang dilanda perang itu .",Omar al-Beshir adalah entitas person
"Gubernur New Mexico AS Bill Richardson mengatakan pada jumpa pers pada akhir kunjungan empat hari , Presiden Omar al-Beshir telah menyetujui usulan delegasinya bagi gencatan senjata di wilayah barat Sudan yang dilanda perang itu .",wilayah barat Sudan adalah entitas location
"Soal kursi MPR bukan mengalah , PPP sudah beralih ke KIH , katanya .",MPR adalah entitas organization
"Soal kursi MPR bukan mengalah , PPP sudah beralih ke KIH , katanya .",PPP adalah entitas organization
"Soal kursi MPR bukan mengalah , PPP sudah beralih ke KIH , katanya .",KIH adalah entitas organization
"Akan tetapi , StatesWest tidak mengabaikan pengejarannya atas Mesa yang jauh lebih besar .",StatesWest adalah entitas organization
"Akan tetapi , StatesWest tidak mengabaikan pengejarannya atas Mesa yang jauh lebih besar .",Mesa adalah entitas organization
"Satu laporan stasiun televisi China Central Television (CCTV) Minggu menunjukkan gambar para terdakwa yang dibawa ke pengadilan dan diperiksa polisi .",China Central Television (CCTV) adalah entitas organization
"Pernyataan bersama yang dikeluarkan Khartoum dan tim AS itu mengatakan , PBB dan Uni Afrika akan memulai upaya-upaya yang bertujuan mempersempit kesenjangan antara pemerintah dan kelompok pemberontak yang menolak menandatangani perjanjian perdamaian itu .",Khartoum adalah entitas person
"Pernyataan bersama yang dikeluarkan Khartoum dan tim AS itu mengatakan , PBB dan Uni Afrika akan memulai upaya-upaya yang bertujuan mempersempit kesenjangan antara pemerintah dan kelompok pemberontak yang menolak menandatangani perjanjian perdamaian itu .",PBB adalah entitas organization
"Pernyataan bersama yang dikeluarkan Khartoum dan tim AS itu mengatakan , PBB dan Uni Afrika akan memulai upaya-upaya yang bertujuan mempersempit kesenjangan antara pemerintah dan kelompok pemberontak yang menolak menandatangani perjanjian perdamaian itu .",Uni Afrika adalah entitas organization
"Penetapan ini , menurut direktur perencanaan strategis dan hubungan masyarakat BI Budi Mulia , Selasa , untuk meminimalkan gejolak yang mungkin timbul bagi perekonomian domestik meski secara umum kondisi perekonomian nasional sampai dengan bulan Juli 2007 menunjukkan berlanjutnya ekspansi dengan stabilitas ekonomi makro dan sistem keuangan yang relatif terjaga .",BI Budi Mulia adalah entitas organization
"Perdana Menteri Inggris Tony Blair menyatakan , Minggu , penangkapan 15 personel Angkatan Laut Kerajaan Inggris oleh Iran tidak bisa dibenarkan dan salah , dan berharap mereka dibebaskan dalam beberapa hari ini .",Tony Blair adalah entitas person
"Perdana Menteri Inggris Tony Blair menyatakan , Minggu , penangkapan 15 personel Angkatan Laut Kerajaan Inggris oleh Iran tidak bisa dibenarkan dan salah , dan berharap mereka dibebaskan dalam beberapa hari ini .",Angkatan Laut Kerajaan Inggris adalah entitas organization
"Setelah lama berkarir sebagai pakar botani lapangan di National Tropical Botanical Garden , Perlman kini spesialis untuk program pencegahan kepunahan tanaman Hawaii yang berfokus pada perlindungan spesies tanaman yang tersisa dan berjumlah kurang dari 50 di alam liar .",National Tropical Botanical Garden adalah entitas organization
"Setelah lama berkarir sebagai pakar botani lapangan di National Tropical Botanical Garden , Perlman kini spesialis untuk program pencegahan kepunahan tanaman Hawaii yang berfokus pada perlindungan spesies tanaman yang tersisa dan berjumlah kurang dari 50 di alam liar .",Perlman adalah entitas person
"Namun dalam berkali-kali kesempatan , Jokowi emoh menanggapi serius soal pencalonannya sebagai presiden .",Jokowi adalah entitas person
"Bambang juga mampu menurunkan visi-misi ke dalam implementasi kerja .",Bambang adalah entitas person
"Untuk mengisi celah dalam pengetahuan kita tentang jamur marga Marasmiellus di Indonesia , saya melakukan penelitian lapangan di sejumlah tempat .",Indonesia adalah entitas location
"Tapi tak demikian di Afghanistan , wanita menjadi pengemudi sungguh masih langka .",Afghanistan adalah entitas location
"Wakil Ketua Umum Partai Golkar Agung Laksono tak melihat sesuatu yang luar biasa terkait penjajakan koalisi Partai Demokrat dan PDI Perjuangan , yang selama ini dikenal berseberangan .",Partai Golkar adalah entitas organization
"Wakil Ketua Umum Partai Golkar Agung Laksono tak melihat sesuatu yang luar biasa terkait penjajakan koalisi Partai Demokrat dan PDI Perjuangan , yang selama ini dikenal berseberangan .",Agung Laksono adalah entitas person
"Wakil Ketua Umum Partai Golkar Agung Laksono tak melihat sesuatu yang luar biasa terkait penjajakan koalisi Partai Demokrat dan PDI Perjuangan , yang selama ini dikenal berseberangan .",Partai Demokrat adalah entitas organization
"Wakil Ketua Umum Partai Golkar Agung Laksono tak melihat sesuatu yang luar biasa terkait penjajakan koalisi Partai Demokrat dan PDI Perjuangan , yang selama ini dikenal berseberangan .",PDI Perjuangan adalah entitas organization
"Total terminal ATM di jaringan ATM bersama telah mencapai 13 ribu terminal dengan jumlah kartu ATM lebih dari 20 juta , sementara di Medan saat ini terdapat lebih dari 470 terminal ATM .",Medan adalah entitas location
"Pengadilan Negeri Jakarta Selatan memutuskan penetapan tersangka Budi tidak sah .",Pengadilan Negeri Jakarta Selatan adalah entitas organization
"Pengadilan Negeri Jakarta Selatan memutuskan penetapan tersangka Budi tidak sah .",Budi adalah entitas person
"Anton murid terpandai di kelas itu .",Anton adalah entitas person
"Namun mungkin penyebab tersebut lebih tepat terjadi di negara-negara barat , khususnya Amerika Serikat .",Amerika Serikat adalah entitas location
"Saat ini , kata Anis , ia fokus pada pemenangan PKS pada Pemilu Legislatif 2014 .",Anis adalah entitas person
"Saat ini , kata Anis , ia fokus pada pemenangan PKS pada Pemilu Legislatif 2014 .",PKS adalah entitas organization
"Hal ini akan menciptakan pengalaman yang unik di dalam bandara bagi para pengunjung , sekaligus sebagai upaya Angkasa Pura I dalam meningkatkan pendapatan non-aeronautika .",Angkasa Pura I adalah entitas organization
"Saya minta BPH Migas , tolong lakukan pengendalian , ungkap Jero di Gedung DPR/MPR , Jakarta , Senin (25/8/2014) Ini merupakan langkah efektif dan efisien dari sekian banyak opsi yang telah dibahas .",BPH Migas adalah entitas organization
"Saya minta BPH Migas , tolong lakukan pengendalian , ungkap Jero di Gedung DPR/MPR , Jakarta , Senin (25/8/2014) Ini merupakan langkah efektif dan efisien dari sekian banyak opsi yang telah dibahas .",Jero adalah entitas person
"Saya minta BPH Migas , tolong lakukan pengendalian , ungkap Jero di Gedung DPR/MPR , Jakarta , Senin (25/8/2014) Ini merupakan langkah efektif dan efisien dari sekian banyak opsi yang telah dibahas .",Gedung DPR/MPR adalah entitas location
"Saya minta BPH Migas , tolong lakukan pengendalian , ungkap Jero di Gedung DPR/MPR , Jakarta , Senin (25/8/2014) Ini merupakan langkah efektif dan efisien dari sekian banyak opsi yang telah dibahas .",Jakarta adalah entitas location
"Rouhani , seorang tokoh moderat yang terpilih tahun lalu , berjanji untuk menghadapi Barat secara diplomatis , mengatakan doktrin militer Iran berdasarkan pada pencegahan dan pertahanan efektip .",Rouhani adalah entitas person
"Pengamat politik Universitas Indonesia (UI), Boni Hargens , menilai Presiden SBY , tak akan merealisasikan wacana melakukan reshuffle , seperti ramai dibicarakan beberapa waktu belakangan ini .",Universitas Indonesia adalah entitas organization
"Pengamat politik Universitas Indonesia (UI), Boni Hargens , menilai Presiden SBY , tak akan merealisasikan wacana melakukan reshuffle , seperti ramai dibicarakan beberapa waktu belakangan ini .",Boni Hargens adalah entitas person
"Pengamat politik Universitas Indonesia (UI), Boni Hargens , menilai Presiden SBY , tak akan merealisasikan wacana melakukan reshuffle , seperti ramai dibicarakan beberapa waktu belakangan ini .",SBY adalah entitas person
"Tawaran Georgia-Pacific sebesar $3.18 miliar untuk Great Northern Nekoosa membantu menaikkan indeks Dow Jones Industrial Average sebesar 41.60 poin , menjadi 2645.08 , dalam perdagangan aktif .",Georgia-Pacific adalah entitas organization
"Tawaran Georgia-Pacific sebesar $3.18 miliar untuk Great Northern Nekoosa membantu menaikkan indeks Dow Jones Industrial Average sebesar 41.60 poin , menjadi 2645.08 , dalam perdagangan aktif .",Great Northern Nekoosa adalah entitas organization
"Tawaran Georgia-Pacific sebesar $3.18 miliar untuk Great Northern Nekoosa membantu menaikkan indeks Dow Jones Industrial Average sebesar 41.60 poin , menjadi 2645.08 , dalam perdagangan aktif .",Dow Jones Industrial adalah entitas organization
"Setiap tempat yang digunakan Hamas adalah target bagi kami , kata Netanyahu dalam pernyataan publik pada rapat kabinet .",Hamas adalah entitas organization
"Setiap tempat yang digunakan Hamas adalah target bagi kami , kata Netanyahu dalam pernyataan publik pada rapat kabinet .",Netanyahu adalah entitas person
"Pada perdagangan sore akhir di New York , dolar berada pada 1.8415 marks dan 142.85 yen dibandingkan dengan 1.8340 marks dan 141.90 yen pada akhir Monday .",New York adalah entitas location
"Sulit . Karena Pak SBY sudah menegaskan tidak ada kenaikan harga BBM di sisa masa jabatannya .",SBY adalah entitas person
"Dalam persidangan itu diketahui bahwa Petersen menggeledah tas-tas yang hilang atau tertinggal yang dikembalikannya kepada penumpang .",Petersen adalah entitas person
"Sebab , kata Ganjar , permintaan itu bersipat imbauan sukarela yang ditujukan pada pihak-pihak yang akan diperiksa .",Ganjar adalah entitas person
"Saat dihubungi kantor berita AFP , kementerian luar negeri menolak untuk berkomentar terkait laporan itu .",AFP adalah entitas organization
"Saat dihubungi kantor berita AFP , kementerian luar negeri menolak untuk berkomentar terkait laporan itu .",kementerian luar negeri adalah entitas organization
"Negara bagian itu memiliki 1.200 spesies tanaman asli dengan 90 persen di antaranya tidak ada di tempat lain di dunia Selama lebih 40 tahun , Perlman berusaha mengubah situasi itu .",Perlman adalah entitas person
"Pioneer Electronic dan Sony , keduanya mendominasi pembelian awal bulan ini , terus turun sejak hari Rabu .",Pioneer Electronic adalah entitas organization
"Pioneer Electronic dan Sony , keduanya mendominasi pembelian awal bulan ini , terus turun sejak hari Rabu .",Sony adalah entitas organization
"Ia mengatakan pihaknya pun sangat mendukung penuh aturan KPU yang menyatakan jika partai politik wajib melaporkan dana kampanye .",KPU adalah entitas organization
"Selain itu , BK juga akan merehabilitasi tiga nama anggota Dewan yang tidak terbukti melanggar etika .",BK adalah entitas organization
"Untuk memasyarakatkan pengembangan game , LMD menyasar lembaga-lembaga pendidikan .",LMD adalah entitas organization
"Solana mengatakan , EU menginginkan untuk melihat jika kita dapat menjalin kembali hubungan kami dengan Suriah .",Solana adalah entitas person
"Solana mengatakan , EU menginginkan untuk melihat jika kita dapat menjalin kembali hubungan kami dengan Suriah .",EU adalah entitas organization
"Keluarga Mendur adalah putra daerah Kawangkoan , Minahasa , Sulawesi Utara .",Mendur adalah entitas person
"Keluarga Mendur adalah putra daerah Kawangkoan , Minahasa , Sulawesi Utara .",Kawangkoan adalah entitas location
"Keluarga Mendur adalah putra daerah Kawangkoan , Minahasa , Sulawesi Utara .",Minahasa adalah entitas location
"Keluarga Mendur adalah putra daerah Kawangkoan , Minahasa , Sulawesi Utara .",Sulawesi Utara adalah entitas location
"Golkar menerima kekalahan ini dengan legowo . Tentunya selalu ada yang kalah dan menang dalam pesta demokrasi , kata Wakil Sekretaris Jenderal DPP Partai Golkar Nurul Arifin di Jakarta , Senin (25/2/2013) .",Golkar adalah entitas organization
"Golkar menerima kekalahan ini dengan legowo . Tentunya selalu ada yang kalah dan menang dalam pesta demokrasi , kata Wakil Sekretaris Jenderal DPP Partai Golkar Nurul Arifin di Jakarta , Senin (25/2/2013) .",Partai Golkar adalah entitas organization
"Golkar menerima kekalahan ini dengan legowo . Tentunya selalu ada yang kalah dan menang dalam pesta demokrasi , kata Wakil Sekretaris Jenderal DPP Partai Golkar Nurul Arifin di Jakarta , Senin (25/2/2013) .",Nurul Arifin adalah entitas person
"Golkar menerima kekalahan ini dengan legowo . Tentunya selalu ada yang kalah dan menang dalam pesta demokrasi , kata Wakil Sekretaris Jenderal DPP Partai Golkar Nurul Arifin di Jakarta , Senin (25/2/2013) .",Jakarta adalah entitas location
"Ketika awal DPD NasDem di berbagai daerah dibentuk , kata dia , Harry Tanoe belum masuk partai NasDem .",NasDem adalah entitas organization
"Ketika awal DPD NasDem di berbagai daerah dibentuk , kata dia , Harry Tanoe belum masuk partai NasDem .",Harry Tanoe adalah entitas person
"Ketika awal DPD NasDem di berbagai daerah dibentuk , kata dia , Harry Tanoe belum masuk partai NasDem .",partai NasDem adalah entitas person
"Namun , NASA butuh bantuan banyak kalangan untuk memilah katalog berisi 1,8 juta foto .",NASA adalah entitas organization
"Sehinga , kata Ahmad keputusan DPP tidak akan berubah mengenai digelarnya munas karena telah terjadi kesepakatan .",Ahmad adalah entitas person
"Tapi , sebelum terlalu jauh , yang harus dipikirkan adalah apakah PKB Indonesia bisa lolos verifikasi Kementerian Hukum dan HAM? Jadi , bagaimana kita mau bersaing di pemilu kalau mereka tidak lolos verifikasi , tukas Marwan .",PKB adalah entitas organization
"Tapi , sebelum terlalu jauh , yang harus dipikirkan adalah apakah PKB Indonesia bisa lolos verifikasi Kementerian Hukum dan HAM? Jadi , bagaimana kita mau bersaing di pemilu kalau mereka tidak lolos verifikasi , tukas Marwan .",Kementerian Hukum dan HAM? adalah entitas organization
"Tapi , sebelum terlalu jauh , yang harus dipikirkan adalah apakah PKB Indonesia bisa lolos verifikasi Kementerian Hukum dan HAM? Jadi , bagaimana kita mau bersaing di pemilu kalau mereka tidak lolos verifikasi , tukas Marwan .",Marwan adalah entitas person
"Menteri Kelautan dan Perikanan juga mengatakan , atas kontribusi masyarakat itulah luas kawasan konservasi Raja Ampat diharapkan terus bertambah dari luas saat ini yang diperkirakan sudah mencapai 1,1 juta hektare .",Raja Ampat adalah entitas location
"Citra itu sangat bertolak belakang dengan PPP sebagai partai Islam .",PPP adalah entitas organization
"Nurul menilai kisruh di internal pemerintahan Jokowi-Kalla akibat koalisi mereka sendiri , yakni Koalisi Indonesia Hebat .",Nurul adalah entitas person
"Nurul menilai kisruh di internal pemerintahan Jokowi-Kalla akibat koalisi mereka sendiri , yakni Koalisi Indonesia Hebat .",Koalisi Indonesia Hebat adalah entitas organization
"Raja Abdullah mengatakan dalam satu wawancara dengan AFP , bahwa Israel harus mengakhiri pendudukannya atas tanah Arab jika dia ingin bekerjasama dengan dunia Muslim .",Abdullah adalah entitas person
"Raja Abdullah mengatakan dalam satu wawancara dengan AFP , bahwa Israel harus mengakhiri pendudukannya atas tanah Arab jika dia ingin bekerjasama dengan dunia Muslim .",AFP adalah entitas organization
"Raja Abdullah mengatakan dalam satu wawancara dengan AFP , bahwa Israel harus mengakhiri pendudukannya atas tanah Arab jika dia ingin bekerjasama dengan dunia Muslim .",Arab adalah entitas location
"Level II Berlanjut Sekolah yang menghadirkan para pakar ini merupakan kegiatan tahunan yang dirancang oleh BEI dalam gerakan nasional cinta pasar modal .",BEI adalah entitas organization
"Para menteri luar negeri Jordania dan Israel telah bertemu di Amman Ahad untuk membahas cara-cara mempercepat proses perdamaian Israel - Palestina .",Amman Ahad adalah entitas location
"Smith , wakil presiden Philip Morris untuk hubungan perusahaan / corporate affairs .",Smith adalah entitas person
"Smith , wakil presiden Philip Morris untuk hubungan perusahaan / corporate affairs .",Philip Morris adalah entitas person
"Para pejuang Hamas menembakkan sejumlah roket ke Israel , menghantam kota selatan Beersheba , mencederai dua orang .",Hamas adalah entitas organization
"Para pejuang Hamas menembakkan sejumlah roket ke Israel , menghantam kota selatan Beersheba , mencederai dua orang .",Israel adalah entitas location
"Para pejuang Hamas menembakkan sejumlah roket ke Israel , menghantam kota selatan Beersheba , mencederai dua orang .",Beersheba adalah entitas location
"Ruhut menyebutkan dirinya akan menjadi orator dan menyuarakan isu penegakan hukum .",Ruhut adalah entitas person
"Salah satu foto dari Korea Utara , misalnya , memperlihatkan petak yang hampir tak ada cahaya di antara wilayah di sekitarnya seperti Korea Selatan dan Tiongkok .",Korea Utara adalah entitas location
"Salah satu foto dari Korea Utara , misalnya , memperlihatkan petak yang hampir tak ada cahaya di antara wilayah di sekitarnya seperti Korea Selatan dan Tiongkok .",Korea Selatan adalah entitas location
"Salah satu foto dari Korea Utara , misalnya , memperlihatkan petak yang hampir tak ada cahaya di antara wilayah di sekitarnya seperti Korea Selatan dan Tiongkok .",Tiongkok adalah entitas location
"Hadir dalam rombongan Zulkifli di pertemuan tersebut , anggota Fraksi PAN DPR , Andi Taufan Tiro , Indira Chunda Thita , dan Yandri Susanto .",Zulkifli adalah entitas person
"Hadir dalam rombongan Zulkifli di pertemuan tersebut , anggota Fraksi PAN DPR , Andi Taufan Tiro , Indira Chunda Thita , dan Yandri Susanto .",PAN DPR adalah entitas organization
"Hadir dalam rombongan Zulkifli di pertemuan tersebut , anggota Fraksi PAN DPR , Andi Taufan Tiro , Indira Chunda Thita , dan Yandri Susanto .",Andi Taufan Tiro adalah entitas person
"Hadir dalam rombongan Zulkifli di pertemuan tersebut , anggota Fraksi PAN DPR , Andi Taufan Tiro , Indira Chunda Thita , dan Yandri Susanto .",Indira Chunda Thita adalah entitas person
"Hadir dalam rombongan Zulkifli di pertemuan tersebut , anggota Fraksi PAN DPR , Andi Taufan Tiro , Indira Chunda Thita , dan Yandri Susanto .",Yandri Susanto adalah entitas person
"Kadar oksigen dalam tubuh yang tinggi atau dikenal juga sebagai hiperoksia , yang disebabkan oleh terapi oksigen dapat menekan pernafasan bagi bayi yang baru lahir , menurut penemuan dalam penelitian pada hewan yang diterbitkan dalam Jurnal Pernafasan Eropa .",Eropa adalah entitas location
"Pemerintah Mugabe berada di ambang keruntuhan saat menghadapi pemogokan umum yang mungkin dilancarkan oleh 180.000 pegawai pemerintah pekan ini .",Pemerintah Mugabe adalah entitas organization
"Sebelum mendatangi acara Hari Ulang Tahun GP Ansor ke-80 , Mahfud Md terlebih dulu transit di pendapa Pemerintah Kabupaten Madiun .",GP Ansor adalah entitas organization
"Sebelum mendatangi acara Hari Ulang Tahun GP Ansor ke-80 , Mahfud Md terlebih dulu transit di pendapa Pemerintah Kabupaten Madiun .",Mahfud Md adalah entitas person
"Sebelum mendatangi acara Hari Ulang Tahun GP Ansor ke-80 , Mahfud Md terlebih dulu transit di pendapa Pemerintah Kabupaten Madiun .",pendapa Pemerintah Kabupaten Madiun adalah entitas location
"Menurut Fernita , Angel suka membaca buku dan banyak bertanya tentang persoalan politik .",Fernita adalah entitas person
"Menurut Fernita , Angel suka membaca buku dan banyak bertanya tentang persoalan politik .",Angel adalah entitas person
