source sentence,answer sentence
"-- dimitris kontogiannis , athens newsroom +301 3311812-4",-- dimitris is not a named entity
"-- dimitris kontogiannis , athens newsroom +301 3311812-4",newsroom +301 is not a named entity
bayervb sets c$ 100 million six-year bond .,bayervb is an organization entity
bayervb sets c$ 100 million six-year bond .,c$ is an other entity
bayervb sets c$ 100 million six-year bond .,bond is not a named entity
bayervb sets c$ 100 million six-year bond .,100 is not a named entity
bayervb sets c$ 100 million six-year bond .,. is not a named entity
london 1996-08-22,london is a location entity
the following bond was announced by lead manager toronto dominion .,toronto dominion is a person entity
the following bond was announced by lead manager toronto dominion .,following bond is not a named entity
borrower bayerische vereinsbank,bayerische vereinsbank is an organization entity
borrower bayerische vereinsbank,vereinsbank is not a named entity
amt c$ 100 mln coupon 6.625 maturity 24.sep.02,c$ is an other entity
amt c$ 100 mln coupon 6.625 maturity 24.sep.02,100 is not a named entity
s&p = denoms ( k ) 1-10-100 sale limits us / uk / ca,s&p is an organization entity
s&p = denoms ( k ) 1-10-100 sale limits us / uk / ca,us is a location entity
s&p = denoms ( k ) 1-10-100 sale limits us / uk / ca,uk is a location entity
s&p = denoms ( k ) 1-10-100 sale limits us / uk / ca,ca is a location entity
s&p = denoms ( k ) 1-10-100 sale limits us / uk / ca,1-10-100 is not a named entity
s&p = denoms ( k ) 1-10-100 sale limits us / uk / ca,k is not a named entity
s&p = denoms ( k ) 1-10-100 sale limits us / uk / ca,1-10-100 is not a named entity
gov law german home ctry = tax provs standard,german is an other entity
gov law german home ctry = tax provs standard,standard is not a named entity
notes bayerische vereinsbank is joint lead manager,bayerische vereinsbank is an organization entity
notes bayerische vereinsbank is joint lead manager,lead manager is not a named entity
-- london newsroom +44 171 542 7658,london newsroom is an organization entity
-- london newsroom +44 171 542 7658,7658 is not a named entity
venantius sets $ 300 million january 1999 frn .,venantius is an organization entity
venantius sets $ 300 million january 1999 frn .,1999 is not a named entity
london 1996-08-22,london is a location entity
london 1996-08-22,1996-08-22 is not a named entity
the following floating-rate issue was announced by lead manager lehman brothers international .,lehman brothers international is an organization entity
the following floating-rate issue was announced by lead manager lehman brothers international .,floating-rate issue was is not a named entity
borrower venantius ab ( swedish national mortgage agency ),venantius ab is an organization entity
borrower venantius ab ( swedish national mortgage agency ),swedish is an other entity
borrower venantius ab ( swedish national mortgage agency ),agency ) is not a named entity
borrower venantius ab ( swedish national mortgage agency ),agency ) is not a named entity
type frn base 3m libor pay date s23.sep.96,3m is an organization entity
last s&p aa+ reoffer =,s&p is an organization entity
last s&p aa+ reoffer =,aa+ is not a named entity
listing london denoms ( k ) 1-10-100 sale limits us / uk / jp / fr,london is a location entity
listing london denoms ( k ) 1-10-100 sale limits us / uk / jp / fr,us is a location entity
listing london denoms ( k ) 1-10-100 sale limits us / uk / jp / fr,uk is a location entity
listing london denoms ( k ) 1-10-100 sale limits us / uk / jp / fr,jp is a location entity
listing london denoms ( k ) 1-10-100 sale limits us / uk / jp / fr,fr is a location entity
listing london denoms ( k ) 1-10-100 sale limits us / uk / jp / fr,limits is not a named entity
listing london denoms ( k ) 1-10-100 sale limits us / uk / jp / fr,k is not a named entity
listing london denoms ( k ) 1-10-100 sale limits us / uk / jp / fr,/ is not a named entity
listing london denoms ( k ) 1-10-100 sale limits us / uk / jp / fr,/ is not a named entity
listing london denoms ( k ) 1-10-100 sale limits us / uk / jp / fr,/ is not a named entity
listing london denoms ( k ) 1-10-100 sale limits us / uk / jp / fr,) is not a named entity
listing london denoms ( k ) 1-10-100 sale limits us / uk / jp / fr,1-10-100 is not a named entity
listing london denoms ( k ) 1-10-100 sale limits us / uk / jp / fr,denoms is not a named entity
gov law english home ctry sweden tax provs standard,english is an other entity
gov law english home ctry sweden tax provs standard,sweden is a location entity
gov law english home ctry sweden tax provs standard,gov is not a named entity
gov law english home ctry sweden tax provs standard,provs is not a named entity
gov law english home ctry sweden tax provs standard,gov is not a named entity
-- london newsroom +44 171 542 8863,london newsroom is an organization entity
-- london newsroom +44 171 542 8863,8863 is not a named entity
port conditions update - syria - lloyds shipping .,syria is a location entity
port conditions update - syria - lloyds shipping .,lloyds shipping is an organization entity
port conditions update - syria - lloyds shipping .,- lloyds is not a named entity
port conditions update - syria - lloyds shipping .,. is not a named entity
port conditions from lloyds shipping intelligence service --,lloyds shipping intelligence service is an organization entity
"lattakia , aug 10 - waiting time at lattakia and tartous presently 24 hours .",lattakia is a location entity
"lattakia , aug 10 - waiting time at lattakia and tartous presently 24 hours .",lattakia is a location entity
"lattakia , aug 10 - waiting time at lattakia and tartous presently 24 hours .",tartous is a location entity
"lattakia , aug 10 - waiting time at lattakia and tartous presently 24 hours .",and is not a named entity
"lattakia , aug 10 - waiting time at lattakia and tartous presently 24 hours .",. is not a named entity
"lattakia , aug 10 - waiting time at lattakia and tartous presently 24 hours .",", is not a named entity"
"lattakia , aug 10 - waiting time at lattakia and tartous presently 24 hours .",waiting is not a named entity
"lattakia , aug 10 - waiting time at lattakia and tartous presently 24 hours .",waiting is not a named entity
israel plays down fears of war with syria .,israel is a location entity
israel plays down fears of war with syria .,syria is a location entity
israel plays down fears of war with syria .,war is not a named entity
israel plays down fears of war with syria .,with is not a named entity
israel plays down fears of war with syria .,down is not a named entity
colleen siegel,colleen siegel is a person entity
colleen siegel,siegel is not a named entity
jerusalem 1996-08-22,jerusalem is a location entity
jerusalem 1996-08-22,1996-08-22 is not a named entity
israel 's outgoing peace negotiator with syria said on thursday current tensions between the two countries appeared to be a storm in a teacup .,israel is a location entity
israel 's outgoing peace negotiator with syria said on thursday current tensions between the two countries appeared to be a storm in a teacup .,syria is a location entity
israel 's outgoing peace negotiator with syria said on thursday current tensions between the two countries appeared to be a storm in a teacup .,a is not a named entity
israel 's outgoing peace negotiator with syria said on thursday current tensions between the two countries appeared to be a storm in a teacup .,with is not a named entity
israel 's outgoing peace negotiator with syria said on thursday current tensions between the two countries appeared to be a storm in a teacup .,on is not a named entity
"itamar rabinovich , who as israel 's ambassador to washington conducted unfruitful negotiations with syria , told israel radio it looked like damascus wanted to talk rather than fight .",itamar rabinovich is a person entity
"itamar rabinovich , who as israel 's ambassador to washington conducted unfruitful negotiations with syria , told israel radio it looked like damascus wanted to talk rather than fight .",israel is a location entity
"itamar rabinovich , who as israel 's ambassador to washington conducted unfruitful negotiations with syria , told israel radio it looked like damascus wanted to talk rather than fight .",washington is a location entity
"itamar rabinovich , who as israel 's ambassador to washington conducted unfruitful negotiations with syria , told israel radio it looked like damascus wanted to talk rather than fight .",syria is a location entity
"itamar rabinovich , who as israel 's ambassador to washington conducted unfruitful negotiations with syria , told israel radio it looked like damascus wanted to talk rather than fight .",israel radio is an organization entity
"itamar rabinovich , who as israel 's ambassador to washington conducted unfruitful negotiations with syria , told israel radio it looked like damascus wanted to talk rather than fight .",damascus is a location entity
"itamar rabinovich , who as israel 's ambassador to washington conducted unfruitful negotiations with syria , told israel radio it looked like damascus wanted to talk rather than fight .",who as is not a named entity
"itamar rabinovich , who as israel 's ambassador to washington conducted unfruitful negotiations with syria , told israel radio it looked like damascus wanted to talk rather than fight .",", is not a named entity"
"itamar rabinovich , who as israel 's ambassador to washington conducted unfruitful negotiations with syria , told israel radio it looked like damascus wanted to talk rather than fight .",rabinovich is not a named entity
"itamar rabinovich , who as israel 's ambassador to washington conducted unfruitful negotiations with syria , told israel radio it looked like damascus wanted to talk rather than fight .",conducted is not a named entity
"itamar rabinovich , who as israel 's ambassador to washington conducted unfruitful negotiations with syria , told israel radio it looked like damascus wanted to talk rather than fight .",'s ambassador is not a named entity
"itamar rabinovich , who as israel 's ambassador to washington conducted unfruitful negotiations with syria , told israel radio it looked like damascus wanted to talk rather than fight .",as is not a named entity
"itamar rabinovich , who as israel 's ambassador to washington conducted unfruitful negotiations with syria , told israel radio it looked like damascus wanted to talk rather than fight .",", who is not a named entity"
"itamar rabinovich , who as israel 's ambassador to washington conducted unfruitful negotiations with syria , told israel radio it looked like damascus wanted to talk rather than fight .",who is not a named entity
"itamar rabinovich , who as israel 's ambassador to washington conducted unfruitful negotiations with syria , told israel radio it looked like damascus wanted to talk rather than fight .",like is not a named entity
""" it appears to me the syrian priority is still to negotiate .",syrian is an other entity
""" it appears to me the syrian priority is still to negotiate .",it is not a named entity
"the syrians are confused , they are definitely tense , but the general assessment here in washington is that this is essentially a storm in a teacup , "" he said .",syrians is an other entity
"the syrians are confused , they are definitely tense , but the general assessment here in washington is that this is essentially a storm in a teacup , "" he said .",washington is a location entity
"the syrians are confused , they are definitely tense , but the general assessment here in washington is that this is essentially a storm in a teacup , "" he said .",confused is not a named entity
"the syrians are confused , they are definitely tense , but the general assessment here in washington is that this is essentially a storm in a teacup , "" he said .",confused is not a named entity
"the syrians are confused , they are definitely tense , but the general assessment here in washington is that this is essentially a storm in a teacup , "" he said .",they is not a named entity
rabinovich is winding up his term as ambassador .,rabinovich is a person entity
rabinovich is winding up his term as ambassador .,term is not a named entity
"he will be replaced by eliahu ben-elissar , a former israeli envoy to egypt and right-wing likud party politician .",eliahu ben-elissar is a person entity
"he will be replaced by eliahu ben-elissar , a former israeli envoy to egypt and right-wing likud party politician .",israeli is an other entity
"he will be replaced by eliahu ben-elissar , a former israeli envoy to egypt and right-wing likud party politician .",egypt is a location entity
"he will be replaced by eliahu ben-elissar , a former israeli envoy to egypt and right-wing likud party politician .",likud is an organization entity
"he will be replaced by eliahu ben-elissar , a former israeli envoy to egypt and right-wing likud party politician .",by eliahu is not a named entity
"he will be replaced by eliahu ben-elissar , a former israeli envoy to egypt and right-wing likud party politician .",envoy is not a named entity
"he will be replaced by eliahu ben-elissar , a former israeli envoy to egypt and right-wing likud party politician .",. is not a named entity
"he will be replaced by eliahu ben-elissar , a former israeli envoy to egypt and right-wing likud party politician .",be is not a named entity
"he will be replaced by eliahu ben-elissar , a former israeli envoy to egypt and right-wing likud party politician .",", a is not a named entity"
"he will be replaced by eliahu ben-elissar , a former israeli envoy to egypt and right-wing likud party politician .",be is not a named entity
"israel on wednesday sent syria a message , via washington , saying it was committed to peace and wanted to open negotiations without preconditions .",israel is a location entity
"israel on wednesday sent syria a message , via washington , saying it was committed to peace and wanted to open negotiations without preconditions .",syria is a location entity
"israel on wednesday sent syria a message , via washington , saying it was committed to peace and wanted to open negotiations without preconditions .",washington is a location entity
"israel on wednesday sent syria a message , via washington , saying it was committed to peace and wanted to open negotiations without preconditions .",preconditions is not a named entity
"israel on wednesday sent syria a message , via washington , saying it was committed to peace and wanted to open negotiations without preconditions .",saying is not a named entity
"israel on wednesday sent syria a message , via washington , saying it was committed to peace and wanted to open negotiations without preconditions .",to is not a named entity
"israel on wednesday sent syria a message , via washington , saying it was committed to peace and wanted to open negotiations without preconditions .",via is not a named entity
"israel on wednesday sent syria a message , via washington , saying it was committed to peace and wanted to open negotiations without preconditions .",wednesday is not a named entity
but it slammed damascus for creating what it called a dangerous atmosphere .,damascus is a location entity
but it slammed damascus for creating what it called a dangerous atmosphere .,a is not a named entity
syria accused israel on wednesday of launching a hysterical campaign against it after israeli television reported that damascus had recently test fired a missile .,syria is a location entity
syria accused israel on wednesday of launching a hysterical campaign against it after israeli television reported that damascus had recently test fired a missile .,israel is a location entity
syria accused israel on wednesday of launching a hysterical campaign against it after israeli television reported that damascus had recently test fired a missile .,israeli is an other entity
syria accused israel on wednesday of launching a hysterical campaign against it after israeli television reported that damascus had recently test fired a missile .,damascus is a location entity
syria accused israel on wednesday of launching a hysterical campaign against it after israeli television reported that damascus had recently test fired a missile .,had is not a named entity
syria accused israel on wednesday of launching a hysterical campaign against it after israeli television reported that damascus had recently test fired a missile .,recently is not a named entity
syria accused israel on wednesday of launching a hysterical campaign against it after israeli television reported that damascus had recently test fired a missile .,. is not a named entity
syria accused israel on wednesday of launching a hysterical campaign against it after israeli television reported that damascus had recently test fired a missile .,it is not a named entity
syria accused israel on wednesday of launching a hysterical campaign against it after israeli television reported that damascus had recently test fired a missile .,accused is not a named entity
""" the message that we sent to ( syrian president hafez al- ) assad is that israel is ready at any time without preconditions to enter peace negotiations , "" israeli foreign minister david levy told israel radio in an interview .",syrian is an other entity
""" the message that we sent to ( syrian president hafez al- ) assad is that israel is ready at any time without preconditions to enter peace negotiations , "" israeli foreign minister david levy told israel radio in an interview .",hafez al- is a person entity
""" the message that we sent to ( syrian president hafez al- ) assad is that israel is ready at any time without preconditions to enter peace negotiations , "" israeli foreign minister david levy told israel radio in an interview .",assad is a person entity
""" the message that we sent to ( syrian president hafez al- ) assad is that israel is ready at any time without preconditions to enter peace negotiations , "" israeli foreign minister david levy told israel radio in an interview .",israel is a location entity
""" the message that we sent to ( syrian president hafez al- ) assad is that israel is ready at any time without preconditions to enter peace negotiations , "" israeli foreign minister david levy told israel radio in an interview .",israeli is an other entity
""" the message that we sent to ( syrian president hafez al- ) assad is that israel is ready at any time without preconditions to enter peace negotiations , "" israeli foreign minister david levy told israel radio in an interview .",david levy is a person entity
""" the message that we sent to ( syrian president hafez al- ) assad is that israel is ready at any time without preconditions to enter peace negotiations , "" israeli foreign minister david levy told israel radio in an interview .",israel radio is an organization entity
""" the message that we sent to ( syrian president hafez al- ) assad is that israel is ready at any time without preconditions to enter peace negotiations , "" israeli foreign minister david levy told israel radio in an interview .",levy is not a named entity
""" the message that we sent to ( syrian president hafez al- ) assad is that israel is ready at any time without preconditions to enter peace negotiations , "" israeli foreign minister david levy told israel radio in an interview .",foreign minister is not a named entity
""" the message that we sent to ( syrian president hafez al- ) assad is that israel is ready at any time without preconditions to enter peace negotiations , "" israeli foreign minister david levy told israel radio in an interview .",sent is not a named entity
""" the message that we sent to ( syrian president hafez al- ) assad is that israel is ready at any time without preconditions to enter peace negotiations , "" israeli foreign minister david levy told israel radio in an interview .",""" is not a named entity"
""" the message that we sent to ( syrian president hafez al- ) assad is that israel is ready at any time without preconditions to enter peace negotiations , "" israeli foreign minister david levy told israel radio in an interview .",message is not a named entity
""" the message that we sent to ( syrian president hafez al- ) assad is that israel is ready at any time without preconditions to enter peace negotiations , "" israeli foreign minister david levy told israel radio in an interview .",radio in is not a named entity
""" the message that we sent to ( syrian president hafez al- ) assad is that israel is ready at any time without preconditions to enter peace negotiations , "" israeli foreign minister david levy told israel radio in an interview .",radio in is not a named entity
""" the message that we sent to ( syrian president hafez al- ) assad is that israel is ready at any time without preconditions to enter peace negotiations , "" israeli foreign minister david levy told israel radio in an interview .",is is not a named entity
""" the message that we sent to ( syrian president hafez al- ) assad is that israel is ready at any time without preconditions to enter peace negotiations , "" israeli foreign minister david levy told israel radio in an interview .",", "" is not a named entity"
""" the message that we sent to ( syrian president hafez al- ) assad is that israel is ready at any time without preconditions to enter peace negotiations , "" israeli foreign minister david levy told israel radio in an interview .",negotiations is not a named entity
""" the message that we sent to ( syrian president hafez al- ) assad is that israel is ready at any time without preconditions to enter peace negotiations , "" israeli foreign minister david levy told israel radio in an interview .",negotiations is not a named entity
""" the message that we sent to ( syrian president hafez al- ) assad is that israel is ready at any time without preconditions to enter peace negotiations , "" israeli foreign minister david levy told israel radio in an interview .",peace is not a named entity
tension has mounted since israeli prime minister benjamin netanyahu took office in june vowing to retain the golan heights israel captured from syria in the 1967 middle east war .,israeli is an other entity
tension has mounted since israeli prime minister benjamin netanyahu took office in june vowing to retain the golan heights israel captured from syria in the 1967 middle east war .,benjamin netanyahu is a person entity
tension has mounted since israeli prime minister benjamin netanyahu took office in june vowing to retain the golan heights israel captured from syria in the 1967 middle east war .,golan heights is a location entity
tension has mounted since israeli prime minister benjamin netanyahu took office in june vowing to retain the golan heights israel captured from syria in the 1967 middle east war .,israel is a location entity
tension has mounted since israeli prime minister benjamin netanyahu took office in june vowing to retain the golan heights israel captured from syria in the 1967 middle east war .,syria is a location entity
tension has mounted since israeli prime minister benjamin netanyahu took office in june vowing to retain the golan heights israel captured from syria in the 1967 middle east war .,middle east is a location entity
tension has mounted since israeli prime minister benjamin netanyahu took office in june vowing to retain the golan heights israel captured from syria in the 1967 middle east war .,1967 middle is not a named entity
tension has mounted since israeli prime minister benjamin netanyahu took office in june vowing to retain the golan heights israel captured from syria in the 1967 middle east war .,office in is not a named entity
tension has mounted since israeli prime minister benjamin netanyahu took office in june vowing to retain the golan heights israel captured from syria in the 1967 middle east war .,1967 is not a named entity
tension has mounted since israeli prime minister benjamin netanyahu took office in june vowing to retain the golan heights israel captured from syria in the 1967 middle east war .,netanyahu is not a named entity
tension has mounted since israeli prime minister benjamin netanyahu took office in june vowing to retain the golan heights israel captured from syria in the 1967 middle east war .,from syria is not a named entity
tension has mounted since israeli prime minister benjamin netanyahu took office in june vowing to retain the golan heights israel captured from syria in the 1967 middle east war .,retain is not a named entity
tension has mounted since israeli prime minister benjamin netanyahu took office in june vowing to retain the golan heights israel captured from syria in the 1967 middle east war .,to retain is not a named entity
tension has mounted since israeli prime minister benjamin netanyahu took office in june vowing to retain the golan heights israel captured from syria in the 1967 middle east war .,in june is not a named entity
tension has mounted since israeli prime minister benjamin netanyahu took office in june vowing to retain the golan heights israel captured from syria in the 1967 middle east war .,mounted is not a named entity
israeli-syrian peace talks have been deadlocked over the golan since 1991 despite the previous government 's willingness to make golan concessions .,israeli-syrian is an other entity
israeli-syrian peace talks have been deadlocked over the golan since 1991 despite the previous government 's willingness to make golan concessions .,golan is a location entity
israeli-syrian peace talks have been deadlocked over the golan since 1991 despite the previous government 's willingness to make golan concessions .,previous is not a named entity
israeli-syrian peace talks have been deadlocked over the golan since 1991 despite the previous government 's willingness to make golan concessions .,. is not a named entity
israeli-syrian peace talks have been deadlocked over the golan since 1991 despite the previous government 's willingness to make golan concessions .,the is not a named entity
""" the voices coming out of damascus are bad , not good .",damascus is a location entity
""" the voices coming out of damascus are bad , not good .",coming is not a named entity
"this artificial atmosphere is very dangerous because those who spread it could become its prisoners , "" levy said .",levy is a person entity
"this artificial atmosphere is very dangerous because those who spread it could become its prisoners , "" levy said .",dangerous is not a named entity
""" we expect from syria , if its face is to peace , that it will answer israel 's message to enter peace negotiations because that is our goal , "" he said . """,syria is a location entity
""" we expect from syria , if its face is to peace , that it will answer israel 's message to enter peace negotiations because that is our goal , "" he said . """,israel is a location entity
""" we expect from syria , if its face is to peace , that it will answer israel 's message to enter peace negotiations because that is our goal , "" he said . """,our is not a named entity
""" we expect from syria , if its face is to peace , that it will answer israel 's message to enter peace negotiations because that is our goal , "" he said . """,our is not a named entity
""" we expect from syria , if its face is to peace , that it will answer israel 's message to enter peace negotiations because that is our goal , "" he said . """,""" is not a named entity"
"we do not want a war , god forbid .",god is a person entity
"we do not want a war , god forbid .",forbid is not a named entity
"israel 's channel two television said damascus had sent a "" calming signal "" to israel .",israel is a location entity
"israel 's channel two television said damascus had sent a "" calming signal "" to israel .",channel two is an organization entity
"israel 's channel two television said damascus had sent a "" calming signal "" to israel .",damascus is a location entity
"israel 's channel two television said damascus had sent a "" calming signal "" to israel .",""" is not a named entity"
"israel 's channel two television said damascus had sent a "" calming signal "" to israel .",a is not a named entity
"israel 's channel two television said damascus had sent a "" calming signal "" to israel .",""" is not a named entity"
"israel 's channel two television said damascus had sent a "" calming signal "" to israel .","a "" is not a named entity"
netanyahu and levy 's spokesmen said they could not confirm it .,netanyahu is a person entity
netanyahu and levy 's spokesmen said they could not confirm it .,levy is a person entity
netanyahu and levy 's spokesmen said they could not confirm it .,it is not a named entity
netanyahu and levy 's spokesmen said they could not confirm it .,. is not a named entity
netanyahu and levy 's spokesmen said they could not confirm it .,confirm is not a named entity
"the television also said that netanyahu had sent messages to reassure syria via cairo , the united states and moscow .",netanyahu is a person entity
"the television also said that netanyahu had sent messages to reassure syria via cairo , the united states and moscow .",syria is a location entity
"the television also said that netanyahu had sent messages to reassure syria via cairo , the united states and moscow .",cairo is a location entity
"the television also said that netanyahu had sent messages to reassure syria via cairo , the united states and moscow .",united states is a location entity
"the television also said that netanyahu had sent messages to reassure syria via cairo , the united states and moscow .",moscow is a location entity
"the television also said that netanyahu had sent messages to reassure syria via cairo , the united states and moscow .",sent is not a named entity
"the television also said that netanyahu had sent messages to reassure syria via cairo , the united states and moscow .",reassure is not a named entity
"the television also said that netanyahu had sent messages to reassure syria via cairo , the united states and moscow .",via cairo is not a named entity
"the television also said that netanyahu had sent messages to reassure syria via cairo , the united states and moscow .",television is not a named entity
"the television also said that netanyahu had sent messages to reassure syria via cairo , the united states and moscow .",the is not a named entity
"the television also said that netanyahu had sent messages to reassure syria via cairo , the united states and moscow .",said is not a named entity
"the television also said that netanyahu had sent messages to reassure syria via cairo , the united states and moscow .",the is not a named entity
"the television also said that netanyahu had sent messages to reassure syria via cairo , the united states and moscow .",sent messages is not a named entity
polish diplomat denies nurses stranded in libya .,polish is an other entity
polish diplomat denies nurses stranded in libya .,libya is a location entity
tunis 1996-08-22,tunis is a location entity
a polish diplomat on thursday denied a polish tabloid report this week that libya was refusing exit visas to 100 polish nurses trying to return home after working in the north african country .,polish is an other entity
a polish diplomat on thursday denied a polish tabloid report this week that libya was refusing exit visas to 100 polish nurses trying to return home after working in the north african country .,libya is a location entity
a polish diplomat on thursday denied a polish tabloid report this week that libya was refusing exit visas to 100 polish nurses trying to return home after working in the north african country .,north african is an other entity
a polish diplomat on thursday denied a polish tabloid report this week that libya was refusing exit visas to 100 polish nurses trying to return home after working in the north african country .,week is not a named entity
a polish diplomat on thursday denied a polish tabloid report this week that libya was refusing exit visas to 100 polish nurses trying to return home after working in the north african country .,to is not a named entity
a polish diplomat on thursday denied a polish tabloid report this week that libya was refusing exit visas to 100 polish nurses trying to return home after working in the north african country .,working is not a named entity
a polish diplomat on thursday denied a polish tabloid report this week that libya was refusing exit visas to 100 polish nurses trying to return home after working in the north african country .,refusing is not a named entity
"up to today , we have no knowledge of any nurse stranded or kept in libya without her will , and we have not received any complaint , "" the polish embassy 's charge d'affaires in tripoli , tadeusz awdankiewicz , told reuters by telephone .",libya is a location entity
"up to today , we have no knowledge of any nurse stranded or kept in libya without her will , and we have not received any complaint , "" the polish embassy 's charge d'affaires in tripoli , tadeusz awdankiewicz , told reuters by telephone .",polish is an other entity
"up to today , we have no knowledge of any nurse stranded or kept in libya without her will , and we have not received any complaint , "" the polish embassy 's charge d'affaires in tripoli , tadeusz awdankiewicz , told reuters by telephone .",tripoli is a location entity
"up to today , we have no knowledge of any nurse stranded or kept in libya without her will , and we have not received any complaint , "" the polish embassy 's charge d'affaires in tripoli , tadeusz awdankiewicz , told reuters by telephone .",tadeusz awdankiewicz is a person entity
"up to today , we have no knowledge of any nurse stranded or kept in libya without her will , and we have not received any complaint , "" the polish embassy 's charge d'affaires in tripoli , tadeusz awdankiewicz , told reuters by telephone .",reuters is an organization entity
"up to today , we have no knowledge of any nurse stranded or kept in libya without her will , and we have not received any complaint , "" the polish embassy 's charge d'affaires in tripoli , tadeusz awdankiewicz , told reuters by telephone .",complaint is not a named entity
"up to today , we have no knowledge of any nurse stranded or kept in libya without her will , and we have not received any complaint , "" the polish embassy 's charge d'affaires in tripoli , tadeusz awdankiewicz , told reuters by telephone .",or is not a named entity
"up to today , we have no knowledge of any nurse stranded or kept in libya without her will , and we have not received any complaint , "" the polish embassy 's charge d'affaires in tripoli , tadeusz awdankiewicz , told reuters by telephone .",knowledge is not a named entity
"up to today , we have no knowledge of any nurse stranded or kept in libya without her will , and we have not received any complaint , "" the polish embassy 's charge d'affaires in tripoli , tadeusz awdankiewicz , told reuters by telephone .",", "" is not a named entity"
"up to today , we have no knowledge of any nurse stranded or kept in libya without her will , and we have not received any complaint , "" the polish embassy 's charge d'affaires in tripoli , tadeusz awdankiewicz , told reuters by telephone .",awdankiewicz is not a named entity
"up to today , we have no knowledge of any nurse stranded or kept in libya without her will , and we have not received any complaint , "" the polish embassy 's charge d'affaires in tripoli , tadeusz awdankiewicz , told reuters by telephone .",", is not a named entity"
"up to today , we have no knowledge of any nurse stranded or kept in libya without her will , and we have not received any complaint , "" the polish embassy 's charge d'affaires in tripoli , tadeusz awdankiewicz , told reuters by telephone .",told is not a named entity
"up to today , we have no knowledge of any nurse stranded or kept in libya without her will , and we have not received any complaint , "" the polish embassy 's charge d'affaires in tripoli , tadeusz awdankiewicz , told reuters by telephone .",of is not a named entity
"up to today , we have no knowledge of any nurse stranded or kept in libya without her will , and we have not received any complaint , "" the polish embassy 's charge d'affaires in tripoli , tadeusz awdankiewicz , told reuters by telephone .",", we is not a named entity"
"poland 's labour ministry said this week it would send a team to libya to investigate , but awdankiewicz said the probe was prompted by some nurses complaining about their work conditions such as non-payment of their salaries .",poland is a location entity
"poland 's labour ministry said this week it would send a team to libya to investigate , but awdankiewicz said the probe was prompted by some nurses complaining about their work conditions such as non-payment of their salaries .",libya is a location entity
"poland 's labour ministry said this week it would send a team to libya to investigate , but awdankiewicz said the probe was prompted by some nurses complaining about their work conditions such as non-payment of their salaries .",awdankiewicz is a person entity
"poland 's labour ministry said this week it would send a team to libya to investigate , but awdankiewicz said the probe was prompted by some nurses complaining about their work conditions such as non-payment of their salaries .",this is not a named entity
"poland 's labour ministry said this week it would send a team to libya to investigate , but awdankiewicz said the probe was prompted by some nurses complaining about their work conditions such as non-payment of their salaries .",investigate is not a named entity
"poland 's labour ministry said this week it would send a team to libya to investigate , but awdankiewicz said the probe was prompted by some nurses complaining about their work conditions such as non-payment of their salaries .",work is not a named entity
"poland 's labour ministry said this week it would send a team to libya to investigate , but awdankiewicz said the probe was prompted by some nurses complaining about their work conditions such as non-payment of their salaries .",was is not a named entity
"poland 's labour ministry said this week it would send a team to libya to investigate , but awdankiewicz said the probe was prompted by some nurses complaining about their work conditions such as non-payment of their salaries .",conditions is not a named entity
he said that there are an estimated 800 polish nurses working in libya .,polish is an other entity
he said that there are an estimated 800 polish nurses working in libya .,libya is a location entity
he said that there are an estimated 800 polish nurses working in libya .,in is not a named entity
he said that there are an estimated 800 polish nurses working in libya .,said is not a named entity
he said that there are an estimated 800 polish nurses working in libya .,there is not a named entity
two iranian opposition leaders meet in baghdad .,iranian is an other entity
two iranian opposition leaders meet in baghdad .,baghdad is a location entity
two iranian opposition leaders meet in baghdad .,two is not a named entity
two iranian opposition leaders meet in baghdad .,leaders is not a named entity
two iranian opposition leaders meet in baghdad .,opposition is not a named entity
hassan hafidh,hassan hafidh is a person entity
hassan hafidh,hafidh is not a named entity
baghdad 1996-08-22,baghdad is a location entity
baghdad 1996-08-22,1996-08-22 is not a named entity
an iranian exile group based in iraq vowed on thursday to extend support to iran 's kurdish rebels after they were attacked by iranian troops deep inside iraq last month .,iranian is an other entity
an iranian exile group based in iraq vowed on thursday to extend support to iran 's kurdish rebels after they were attacked by iranian troops deep inside iraq last month .,iraq is a location entity
an iranian exile group based in iraq vowed on thursday to extend support to iran 's kurdish rebels after they were attacked by iranian troops deep inside iraq last month .,iran is a location entity
an iranian exile group based in iraq vowed on thursday to extend support to iran 's kurdish rebels after they were attacked by iranian troops deep inside iraq last month .,kurdish is an other entity
an iranian exile group based in iraq vowed on thursday to extend support to iran 's kurdish rebels after they were attacked by iranian troops deep inside iraq last month .,based is not a named entity
an iranian exile group based in iraq vowed on thursday to extend support to iran 's kurdish rebels after they were attacked by iranian troops deep inside iraq last month .,attacked is not a named entity
an iranian exile group based in iraq vowed on thursday to extend support to iran 's kurdish rebels after they were attacked by iranian troops deep inside iraq last month .,month is not a named entity
an iranian exile group based in iraq vowed on thursday to extend support to iran 's kurdish rebels after they were attacked by iranian troops deep inside iraq last month .,support is not a named entity
an iranian exile group based in iraq vowed on thursday to extend support to iran 's kurdish rebels after they were attacked by iranian troops deep inside iraq last month .,to is not a named entity
an iranian exile group based in iraq vowed on thursday to extend support to iran 's kurdish rebels after they were attacked by iranian troops deep inside iraq last month .,based is not a named entity
