Source sentence,Answer sentence
"Di atas kertas , Federer akan mudah melumat Davydenko .",Davydenko adalah entitas tokoh .
"Daniel mensinyalir ada persaingan di Koalisi Indonesia Hebat ( KIH ) sehingga saling bermanuver mencoba saling menjatuhkan .",Daniel adalah entitas tokoh .
"Daniel mensinyalir ada persaingan di Koalisi Indonesia Hebat ( KIH ) sehingga saling bermanuver mencoba saling menjatuhkan .",Koalisi Indonesia Hebat adalah entitas organisasi .
"Daniel mensinyalir ada persaingan di Koalisi Indonesia Hebat ( KIH ) sehingga saling bermanuver mencoba saling menjatuhkan .",KIH adalah entitas organisasi .
"Indocement ( INTP ) naik Rp 550 ke Rp 19.650 , Lion Metal ( LION ) naik Rp 500 ke Rp 13.500 , dan Indofood CBP ( ICBP ) naik Rp 450 ke Rp 10.950 .",Indocement adalah entitas organisasi .
"Indocement ( INTP ) naik Rp 550 ke Rp 19.650 , Lion Metal ( LION ) naik Rp 500 ke Rp 13.500 , dan Indofood CBP ( ICBP ) naik Rp 450 ke Rp 10.950 .",INTP adalah entitas organisasi .
"Indocement ( INTP ) naik Rp 550 ke Rp 19.650 , Lion Metal ( LION ) naik Rp 500 ke Rp 13.500 , dan Indofood CBP ( ICBP ) naik Rp 450 ke Rp 10.950 .",Lion Metal adalah entitas organisasi .
"Indocement ( INTP ) naik Rp 550 ke Rp 19.650 , Lion Metal ( LION ) naik Rp 500 ke Rp 13.500 , dan Indofood CBP ( ICBP ) naik Rp 450 ke Rp 10.950 .",LION adalah entitas organisasi .
"Indocement ( INTP ) naik Rp 550 ke Rp 19.650 , Lion Metal ( LION ) naik Rp 500 ke Rp 13.500 , dan Indofood CBP ( ICBP ) naik Rp 450 ke Rp 10.950 .",Indofood CBP adalah entitas organisasi .
"Indocement ( INTP ) naik Rp 550 ke Rp 19.650 , Lion Metal ( LION ) naik Rp 500 ke Rp 13.500 , dan Indofood CBP ( ICBP ) naik Rp 450 ke Rp 10.950 .",ICBP adalah entitas organisasi .
"Sementara Reuters mewartakan , ponsel yang akan dibanderol sekitar Rp 7,5 juta lewat program bundling operator itu siap diproduksi hingga lima juta unit setiap bulannya oleh pabrik yang dikelola Samsung .",Reuters adalah entitas organisasi .
"Sementara Reuters mewartakan , ponsel yang akan dibanderol sekitar Rp 7,5 juta lewat program bundling operator itu siap diproduksi hingga lima juta unit setiap bulannya oleh pabrik yang dikelola Samsung .",Samsung adalah entitas organisasi .
"" Pertimbangan Presiden hadir atau tidak , akan mendengarkan masukan dari pembantu presiden dulu , " kata Pramono .",Pramono adalah entitas tokoh .
"" Tetap Rafa ( Nadal ) dan Roger menjadi dua pemain terbaik dunia .",Rafa adalah entitas tokoh .
"" Tetap Rafa ( Nadal ) dan Roger menjadi dua pemain terbaik dunia .",Nadal adalah entitas tokoh .
"" Tetap Rafa ( Nadal ) dan Roger menjadi dua pemain terbaik dunia .",Roger adalah entitas tokoh .
"" Kami sedang pelajari Pak Rudi ( Menkoninfo ) barusan bisikin , besok saya berharap , Pak Menkominfo dan Pak Menhub Jonan duduk bersama , " sebutnya .",Rudi adalah entitas tokoh .
"" Kami sedang pelajari Pak Rudi ( Menkoninfo ) barusan bisikin , besok saya berharap , Pak Menkominfo dan Pak Menhub Jonan duduk bersama , " sebutnya .",Jonan adalah entitas tokoh .
"PSG gagal memenangi partai pertama perempatfinal Liga Champions di Parc des Princes , Kamis ( 7/4/2016 ) dinihari WIB .",PSG adalah entitas organisasi .
"PSG gagal memenangi partai pertama perempatfinal Liga Champions di Parc des Princes , Kamis ( 7/4/2016 ) dinihari WIB .",Parc des Princes adalah entitas lokasi .
"Acara pelantikan berlangsung di Ruang Utama Istana Negara , Jl Medan Merdeka Utara , Jakarta Pusat , Kamis ( 7/4/2016 ) .",Istana Negara adalah entitas lokasi .
"Acara pelantikan berlangsung di Ruang Utama Istana Negara , Jl Medan Merdeka Utara , Jakarta Pusat , Kamis ( 7/4/2016 ) .",Jl Medan Merdeka Utara adalah entitas lokasi .
"Acara pelantikan berlangsung di Ruang Utama Istana Negara , Jl Medan Merdeka Utara , Jakarta Pusat , Kamis ( 7/4/2016 ) .",Jakarta Pusat adalah entitas lokasi .
"" Setelah Pak Wiranto , berikutnya Ibu Mega yang sudah menyatakan kesediaannya , " kata Ketua FPPP Lukman Hakim Saefuddin kepada detikcom , Selasa ( 3/3/2009 ) .",Wiranto adalah entitas tokoh .
"" Setelah Pak Wiranto , berikutnya Ibu Mega yang sudah menyatakan kesediaannya , " kata Ketua FPPP Lukman Hakim Saefuddin kepada detikcom , Selasa ( 3/3/2009 ) .",Mega adalah entitas tokoh .
"" Setelah Pak Wiranto , berikutnya Ibu Mega yang sudah menyatakan kesediaannya , " kata Ketua FPPP Lukman Hakim Saefuddin kepada detikcom , Selasa ( 3/3/2009 ) .",FPPP adalah entitas organisasi .
"" Setelah Pak Wiranto , berikutnya Ibu Mega yang sudah menyatakan kesediaannya , " kata Ketua FPPP Lukman Hakim Saefuddin kepada detikcom , Selasa ( 3/3/2009 ) .",Lukman Hakim Saefuddin adalah entitas tokoh .
"" Setelah Pak Wiranto , berikutnya Ibu Mega yang sudah menyatakan kesediaannya , " kata Ketua FPPP Lukman Hakim Saefuddin kepada detikcom , Selasa ( 3/3/2009 ) .",detikcom adalah entitas organisasi .
"Target untuk atlet Bali itu pada Olimpiade 2016 Rio de Janeiro pun dihitung ulang .",Bali adalah entitas lokasi .
"Target untuk atlet Bali itu pada Olimpiade 2016 Rio de Janeiro pun dihitung ulang .",Rio de Janeiro adalah entitas lokasi .
"ACS akan lebih berkonsentrasi dengan urusan jaringan data global Disney .",ACS adalah entitas organisasi .
"ACS akan lebih berkonsentrasi dengan urusan jaringan data global Disney .",Disney adalah entitas organisasi .
"Dikatakannya pemain besar seperti Samsung , LG , Nokia tidak berani masuk berinvestasi ke Indonesia karena tak kuasa bersaing dengan HP - HP ilegal dan segmen HP low end dari China .",Samsung adalah entitas organisasi .
"Dikatakannya pemain besar seperti Samsung , LG , Nokia tidak berani masuk berinvestasi ke Indonesia karena tak kuasa bersaing dengan HP - HP ilegal dan segmen HP low end dari China .",LG adalah entitas organisasi .
"Dikatakannya pemain besar seperti Samsung , LG , Nokia tidak berani masuk berinvestasi ke Indonesia karena tak kuasa bersaing dengan HP - HP ilegal dan segmen HP low end dari China .",Nokia adalah entitas organisasi .
"Dikatakannya pemain besar seperti Samsung , LG , Nokia tidak berani masuk berinvestasi ke Indonesia karena tak kuasa bersaing dengan HP - HP ilegal dan segmen HP low end dari China .",Indonesia adalah entitas lokasi .
"Dikatakannya pemain besar seperti Samsung , LG , Nokia tidak berani masuk berinvestasi ke Indonesia karena tak kuasa bersaing dengan HP - HP ilegal dan segmen HP low end dari China .",China adalah entitas lokasi .
"PDIP menilai beberapa menteri kinerjanya kurang bagus sehingga layak diganti .",PDIP adalah entitas organisasi .
"Pemerintah selaku penguasa saham PT Telkom Tbk terlibat perdebatan yang cukup sengit dengan manajemen Telkom soal pembagian bonus .",PT Telkom Tbk adalah entitas organisasi .
"Pemerintah selaku penguasa saham PT Telkom Tbk terlibat perdebatan yang cukup sengit dengan manajemen Telkom soal pembagian bonus .",Telkom adalah entitas organisasi .
"Sentra Ikan Bulak ini lokasinya tak jauh dari jembatan sepanjang 800 Meter dengan konsep melayang dan memutar di atas pesisir .",Sentra Ikan Bulak adalah entitas lokasi .
"Saya katakan daftarkan saja , atau Anda kerja sama dengan perusahaan transportasi yang sudah terdaftar , " kata Jonan dalam jumpa pers di Kemenhub Jl Medan Merdeka Barat , Jakpus , Selasa ( 22/3/2016 ) malam .",Jonan adalah entitas tokoh .
"Saya katakan daftarkan saja , atau Anda kerja sama dengan perusahaan transportasi yang sudah terdaftar , " kata Jonan dalam jumpa pers di Kemenhub Jl Medan Merdeka Barat , Jakpus , Selasa ( 22/3/2016 ) malam .",Kemenhub adalah entitas organisasi .
"Saya katakan daftarkan saja , atau Anda kerja sama dengan perusahaan transportasi yang sudah terdaftar , " kata Jonan dalam jumpa pers di Kemenhub Jl Medan Merdeka Barat , Jakpus , Selasa ( 22/3/2016 ) malam .",Jl Medan Merdeka Barat adalah entitas lokasi .
"Saya katakan daftarkan saja , atau Anda kerja sama dengan perusahaan transportasi yang sudah terdaftar , " kata Jonan dalam jumpa pers di Kemenhub Jl Medan Merdeka Barat , Jakpus , Selasa ( 22/3/2016 ) malam .",Jakpus adalah entitas lokasi .
"Sebab , yang ditujukan Megawati tersebut adalah kedewasaan politik yang menghargai pilihan politik orang lain .",Megawati adalah entitas tokoh .
"Kemudian , ada rencana mogok massal pada Agustus 2015 lalu dengan maksud aplikasi Uber dan GrabCar diblokir .",Uber adalah entitas organisasi .
"Kemudian , ada rencana mogok massal pada Agustus 2015 lalu dengan maksud aplikasi Uber dan GrabCar diblokir .",GrabCar adalah entitas organisasi .
"Menhub Ignasius Jonan mempersilakan bila para sopir taksi berdemonstrasi .",Ignasius Jonan adalah entitas tokoh .
"" Rasanya acara pagi ini kurang afdhol , karena tidak ada Bu Risma , " kata Whisnu Sakti Buana dalam sambutannya .",Risma adalah entitas tokoh .
"" Rasanya acara pagi ini kurang afdhol , karena tidak ada Bu Risma , " kata Whisnu Sakti Buana dalam sambutannya .",Whisnu Sakti Buana adalah entitas tokoh .
"Risma sore ini memantau titik genangan karena guyuran hujan deras .",Risma adalah entitas tokoh .
"Dalam waktu sepersekian detik , Marcelo mendorongkan kepalanya ke dada Arnold , lalu terjatuh sembari memegangi wajahnya .",Marcelo adalah entitas tokoh .
"Dalam waktu sepersekian detik , Marcelo mendorongkan kepalanya ke dada Arnold , lalu terjatuh sembari memegangi wajahnya .",Arnold adalah entitas tokoh .
"Itu dibawa penerima izin BTSP ke kepala dinas , sekarang diproses di dinas dan BTSP -nya DKI , sudah koordinasi sama pak gubernur , " kata Rudiantara .",BTSP adalah entitas organisasi .
"Itu dibawa penerima izin BTSP ke kepala dinas , sekarang diproses di dinas dan BTSP -nya DKI , sudah koordinasi sama pak gubernur , " kata Rudiantara .",BTSP adalah entitas organisasi .
"Itu dibawa penerima izin BTSP ke kepala dinas , sekarang diproses di dinas dan BTSP -nya DKI , sudah koordinasi sama pak gubernur , " kata Rudiantara .",DKI adalah entitas lokasi .
"Itu dibawa penerima izin BTSP ke kepala dinas , sekarang diproses di dinas dan BTSP -nya DKI , sudah koordinasi sama pak gubernur , " kata Rudiantara .",Rudiantara adalah entitas tokoh .
"Selain itu , Bambang juga memaparkan data statistik perbandingan pencegahan dan pengungkapan periode Januari - Maret 2016 dengan Januari - Maret 2015 .",Bambang adalah entitas tokoh .
"Dia memilih studi mengenai Intervensi Sosial pada program Magister Fakultas Psikologi Universitas Indonesia .",Fakultas Psikologi Universitas Indonesia adalah entitas organisasi .
"Beruntung buat City , penalti tersebut gagal dikonversikan menjadi gol oleh PSG .",City adalah entitas organisasi .
"Beruntung buat City , penalti tersebut gagal dikonversikan menjadi gol oleh PSG .",PSG adalah entitas organisasi .
"Doodle tersebut sengaja dibuat Google untuk memperingati ulang tahun Mario Miranda , seorang kartunis sekaligus pelukis yang berasal dari Daman , India , yang karya - karyanya telah mendunia .",Google adalah entitas organisasi .
"Doodle tersebut sengaja dibuat Google untuk memperingati ulang tahun Mario Miranda , seorang kartunis sekaligus pelukis yang berasal dari Daman , India , yang karya - karyanya telah mendunia .",Mario Miranda adalah entitas tokoh .
"Doodle tersebut sengaja dibuat Google untuk memperingati ulang tahun Mario Miranda , seorang kartunis sekaligus pelukis yang berasal dari Daman , India , yang karya - karyanya telah mendunia .",Daman adalah entitas lokasi .
"Doodle tersebut sengaja dibuat Google untuk memperingati ulang tahun Mario Miranda , seorang kartunis sekaligus pelukis yang berasal dari Daman , India , yang karya - karyanya telah mendunia .",India adalah entitas lokasi .
"Kalau dibalikin gitu bagaimana , Pak ? " kata Yusril di Depok , Jawa Barat , Sabtu ( 30/4/2016 ) .",Yusril adalah entitas tokoh .
"Kalau dibalikin gitu bagaimana , Pak ? " kata Yusril di Depok , Jawa Barat , Sabtu ( 30/4/2016 ) .",Depok adalah entitas organisasi .
"Kalau dibalikin gitu bagaimana , Pak ? " kata Yusril di Depok , Jawa Barat , Sabtu ( 30/4/2016 ) .",Jawa Barat adalah entitas organisasi .
"Kemudian di tengah , konon katanya , saya juga belum pernah dapat , disinyalir mereka dipungut lagi , " kata Staf Humas UPT Perparkiran Dishubtrans DKI , Ivan Valentino , saat dihubungi Kompas.com di Jakarta , Senin ( 2/5/2016 ) .",UPT Perparkiran Dishubtrans adalah entitas organisasi .
"Kemudian di tengah , konon katanya , saya juga belum pernah dapat , disinyalir mereka dipungut lagi , " kata Staf Humas UPT Perparkiran Dishubtrans DKI , Ivan Valentino , saat dihubungi Kompas.com di Jakarta , Senin ( 2/5/2016 ) .",DKI adalah entitas lokasi .
"Kemudian di tengah , konon katanya , saya juga belum pernah dapat , disinyalir mereka dipungut lagi , " kata Staf Humas UPT Perparkiran Dishubtrans DKI , Ivan Valentino , saat dihubungi Kompas.com di Jakarta , Senin ( 2/5/2016 ) .",Ivan Valentino adalah entitas tokoh .
"Kemudian di tengah , konon katanya , saya juga belum pernah dapat , disinyalir mereka dipungut lagi , " kata Staf Humas UPT Perparkiran Dishubtrans DKI , Ivan Valentino , saat dihubungi Kompas.com di Jakarta , Senin ( 2/5/2016 ) .",Kompas.com adalah entitas organisasi .
"Kemudian di tengah , konon katanya , saya juga belum pernah dapat , disinyalir mereka dipungut lagi , " kata Staf Humas UPT Perparkiran Dishubtrans DKI , Ivan Valentino , saat dihubungi Kompas.com di Jakarta , Senin ( 2/5/2016 ) .",Jakarta adalah entitas lokasi .
"Sementara itu kepengurusan pimpinan Djan Faridz hasil Muktamar VIII di Jakarta memilih berseberangan .",Djan Faridz adalah entitas tokoh .
"Sementara itu kepengurusan pimpinan Djan Faridz hasil Muktamar VIII di Jakarta memilih berseberangan .",Jakarta adalah entitas lokasi .
"" Anak - anak itu mendatangi set kami dan aku pikir karena aku memerankan karakter Disney , aku ingin menyapa mereka , " ungkap Jolie seperti dilansir Us Magazine Senin ( 12/8/10 ) .",Disney adalah entitas organisasi .
"" Anak - anak itu mendatangi set kami dan aku pikir karena aku memerankan karakter Disney , aku ingin menyapa mereka , " ungkap Jolie seperti dilansir Us Magazine Senin ( 12/8/10 ) .",Jolie adalah entitas tokoh .
"" Anak - anak itu mendatangi set kami dan aku pikir karena aku memerankan karakter Disney , aku ingin menyapa mereka , " ungkap Jolie seperti dilansir Us Magazine Senin ( 12/8/10 ) .",Us Magazine adalah entitas organisasi .
"Laga yang berlangsung di Stadion Parc des Princes tersebut berkesudahan dengan skor 2 - 2 .",Stadion Parc des Princes adalah entitas lokasi .
"Dortmund sama sekali belum tersentuh kekalahan sepanjang 2016 dan punya rekor kandang yang luar biasa musim ini .",Dortmund adalah entitas lokasi .
"Walaupun praktik pemerintahan secara umum lebih rumit daripada praktik korporasi , tidak ada salahnya Presiden Jokowi menjadikan praktik - praktik korporasi terbaik sebagai acuan .",Jokowi adalah entitas tokoh .
"PKB sendiri melihat bahwa terhadap pihaknya , ada serangan untuk upaya penyingkiran kadernya , Marwan Jafar , dari posisi Menteri Desa dan Pembangunan Daerah Tertinggal dan Transmigrasi ( PDTT ) .",PKB adalah entitas organisasi .
"PKB sendiri melihat bahwa terhadap pihaknya , ada serangan untuk upaya penyingkiran kadernya , Marwan Jafar , dari posisi Menteri Desa dan Pembangunan Daerah Tertinggal dan Transmigrasi ( PDTT ) .",Marwan Jafar adalah entitas tokoh .
"Pelatih Les Bleus , Didier Deschamps , mendapat dukungan dari Michel Platini soal Benzema .",Les Bleus adalah entitas organisasi .
"Pelatih Les Bleus , Didier Deschamps , mendapat dukungan dari Michel Platini soal Benzema .",Didier Deschamps adalah entitas tokoh .
"Pelatih Les Bleus , Didier Deschamps , mendapat dukungan dari Michel Platini soal Benzema .",Michel Platini adalah entitas tokoh .
"Pelatih Les Bleus , Didier Deschamps , mendapat dukungan dari Michel Platini soal Benzema .",Benzema adalah entitas tokoh .
"Privatisasi harus memberikan nilai tambah bagi BUMN dan perekonomian secara keseluruhan .",BUMN adalah entitas organisasi .
"Sebagai orang Italia , Zola juga bakal senang kalau Leicester memenangi gelar juara Premier League musim ini .",Italia adalah entitas lokasi .
"Sebagai orang Italia , Zola juga bakal senang kalau Leicester memenangi gelar juara Premier League musim ini .",Zola adalah entitas tokoh .
"Sebagai orang Italia , Zola juga bakal senang kalau Leicester memenangi gelar juara Premier League musim ini .",Leicester adalah entitas lokasi .
"" Untuk keamanan pengendara dan kendaraan harus terdaftar , supaya kita tahu misalnya siapa pengemudinya , " jelas Jonan di Jakarta , Selasa ( 29/3/2016 ) .",Jonan adalah entitas tokoh .
"" Untuk keamanan pengendara dan kendaraan harus terdaftar , supaya kita tahu misalnya siapa pengemudinya , " jelas Jonan di Jakarta , Selasa ( 29/3/2016 ) .",Jakarta adalah entitas lokasi .
"Kadang kita di kementerian teknis yang pentnig jadi hanya prosesnya menurut saya prosesnya harus betul , " ujar Jonan .",Jonan adalah entitas tokoh .
"Tenggat waktu nggak bisa ditargetkan berapa tahun karena bukan kerja ringan , " ujar Prasetyo .",Prasetyo adalah entitas tokoh .
"" Kalau nama Mega sudah disebut sejak awal , kita yakin nanti forum kongres akan memilih Megawati secara aklamasi , " tuturnya . Dari pantauan detikcom di berbagai daerah , 2 bulan menjelang kongres sudah banyak DPC dan DPD yang menyelenggarakan muscab dan musda .",Mega adalah entitas tokoh .
"" Kalau nama Mega sudah disebut sejak awal , kita yakin nanti forum kongres akan memilih Megawati secara aklamasi , " tuturnya . Dari pantauan detikcom di berbagai daerah , 2 bulan menjelang kongres sudah banyak DPC dan DPD yang menyelenggarakan muscab dan musda .",Megawati adalah entitas tokoh .
"" Kalau nama Mega sudah disebut sejak awal , kita yakin nanti forum kongres akan memilih Megawati secara aklamasi , " tuturnya . Dari pantauan detikcom di berbagai daerah , 2 bulan menjelang kongres sudah banyak DPC dan DPD yang menyelenggarakan muscab dan musda .",detikcom adalah entitas organisasi .
"" Kalau nama Mega sudah disebut sejak awal , kita yakin nanti forum kongres akan memilih Megawati secara aklamasi , " tuturnya . Dari pantauan detikcom di berbagai daerah , 2 bulan menjelang kongres sudah banyak DPC dan DPD yang menyelenggarakan muscab dan musda .",DPC adalah entitas organisasi .
"" Kalau nama Mega sudah disebut sejak awal , kita yakin nanti forum kongres akan memilih Megawati secara aklamasi , " tuturnya . Dari pantauan detikcom di berbagai daerah , 2 bulan menjelang kongres sudah banyak DPC dan DPD yang menyelenggarakan muscab dan musda .",DPD adalah entitas organisasi .
"Presiden Joko Widodo menyindir DPR yang senang membahas banyak undang - undang .",Joko Widodo adalah entitas tokoh .
"Presiden Joko Widodo menyindir DPR yang senang membahas banyak undang - undang .",DPR adalah entitas organisasi .
"Inter kini menempati posisi kelima dengan perolehan 55 poin dari 31 laga .",Inter adalah entitas organisasi .
"PDIP disebut Hendrawan sudah memiliki catatan evaluasi menyeluruh soal kinerja menteri .",PDIP adalah entitas organisasi .
"PDIP disebut Hendrawan sudah memiliki catatan evaluasi menyeluruh soal kinerja menteri .",Hendrawan adalah entitas tokoh .
"" Sekali lagi persoalan reshuffle bukan ranah DPR , itu hak prerogatif presiden buat apa kita turut campur , " kata pria yang akrab disapa Akom itu di Kompleks Parlemen , Senayan , Jakarta Pusat , Kamis ( 24/3/2016 ) .",DPR adalah entitas organisasi .
"" Sekali lagi persoalan reshuffle bukan ranah DPR , itu hak prerogatif presiden buat apa kita turut campur , " kata pria yang akrab disapa Akom itu di Kompleks Parlemen , Senayan , Jakarta Pusat , Kamis ( 24/3/2016 ) .",Akom adalah entitas tokoh .
"" Sekali lagi persoalan reshuffle bukan ranah DPR , itu hak prerogatif presiden buat apa kita turut campur , " kata pria yang akrab disapa Akom itu di Kompleks Parlemen , Senayan , Jakarta Pusat , Kamis ( 24/3/2016 ) .",Kompleks Parlemen adalah entitas lokasi .
"" Sekali lagi persoalan reshuffle bukan ranah DPR , itu hak prerogatif presiden buat apa kita turut campur , " kata pria yang akrab disapa Akom itu di Kompleks Parlemen , Senayan , Jakarta Pusat , Kamis ( 24/3/2016 ) .",Senayan adalah entitas lokasi .
"" Sekali lagi persoalan reshuffle bukan ranah DPR , itu hak prerogatif presiden buat apa kita turut campur , " kata pria yang akrab disapa Akom itu di Kompleks Parlemen , Senayan , Jakarta Pusat , Kamis ( 24/3/2016 ) .",Jakarta Pusat adalah entitas lokasi .
"Bahkan menurut Jonan , jika ingin pakai pelat hitam pun tak masalah selagi transportasi itu terdaftar resmi sebagai badan usaha .",Jonan adalah entitas tokoh .
"Organisasi Angkutan Darat ( Organda ) diharap bisa mewadahi taksi online karena teknologi tak bisa dicegah .",Organisasi Angkutan Darat adalah entitas organisasi .
"Organisasi Angkutan Darat ( Organda ) diharap bisa mewadahi taksi online karena teknologi tak bisa dicegah .",Organda adalah entitas organisasi .
"Dapat sumbangan dari mana , dari siapa , " kata anggota Tim Pemenangan Rasiyo - Lucy , Achmad Zainul Arifin pada detikcom , Sabtu ( 19/12/2015 ) .",Tim Pemenangan Rasiyo - Lucy adalah entitas organisasi .
"Dapat sumbangan dari mana , dari siapa , " kata anggota Tim Pemenangan Rasiyo - Lucy , Achmad Zainul Arifin pada detikcom , Sabtu ( 19/12/2015 ) .",Achmad Zainul Arifin adalah entitas tokoh .
"Dapat sumbangan dari mana , dari siapa , " kata anggota Tim Pemenangan Rasiyo - Lucy , Achmad Zainul Arifin pada detikcom , Sabtu ( 19/12/2015 ) .",detikcom adalah entitas organisasi .
"Akhir pekan ini misi bangkit diusung kala bertandang ke Sociedad .",Sociedad adalah entitas organisasi .
"Soal penegakan hukum juga disepakati dalam MoU itu , Jonan secara pribadi mengatakan mendukung hal itu .",Jonan adalah entitas tokoh .
"" Kami adalah perusahaan taksi pertama yang menggunakan argometer , " jelas Bayu .",Bayu adalah entitas tokoh .
"Universal Indonesia melakukan ini karena menyadari bahwa pasar Disney di Indonesia itu sampai 80 % .",Universal Indonesia adalah entitas organisasi .
"Universal Indonesia melakukan ini karena menyadari bahwa pasar Disney di Indonesia itu sampai 80 % .",Disney adalah entitas organisasi .
"Universal Indonesia melakukan ini karena menyadari bahwa pasar Disney di Indonesia itu sampai 80 % .",Indonesia adalah entitas lokasi .
"Roma adalah kota yang luar biasa , cuacanya indah dan makanannya fantastis .",Roma adalah entitas lokasi .
"Pendiri PT Indofood CBP Sukses Makmur Tbk ( Indofood ) dan PT Bank Central Asia Tbk ( BCA ) Sudono Salim alias Liem Sioe Liong meninggal dunia .",PT Indofood CBP Sukses Makmur Tbk adalah entitas organisasi .
"Pendiri PT Indofood CBP Sukses Makmur Tbk ( Indofood ) dan PT Bank Central Asia Tbk ( BCA ) Sudono Salim alias Liem Sioe Liong meninggal dunia .",Indofood adalah entitas organisasi .
"Pendiri PT Indofood CBP Sukses Makmur Tbk ( Indofood ) dan PT Bank Central Asia Tbk ( BCA ) Sudono Salim alias Liem Sioe Liong meninggal dunia .",PT Bank Central Asia Tbk adalah entitas organisasi .
"Pendiri PT Indofood CBP Sukses Makmur Tbk ( Indofood ) dan PT Bank Central Asia Tbk ( BCA ) Sudono Salim alias Liem Sioe Liong meninggal dunia .",BCA adalah entitas organisasi .
"Pendiri PT Indofood CBP Sukses Makmur Tbk ( Indofood ) dan PT Bank Central Asia Tbk ( BCA ) Sudono Salim alias Liem Sioe Liong meninggal dunia .",Sudono Salim adalah entitas tokoh .
"Pendiri PT Indofood CBP Sukses Makmur Tbk ( Indofood ) dan PT Bank Central Asia Tbk ( BCA ) Sudono Salim alias Liem Sioe Liong meninggal dunia .",Liem Sioe Liong adalah entitas tokoh .
"Morgan pun hanya bisa menyaksikan teman - temannya berlatih teknik bersama pelatih .",Morgan adalah entitas tokoh .
"Jurgen Klopp harus mengesampingkan faktor emosional saat mengantar Liverpool menyambangi Borussia Dortmund .",Jurgen Klopp adalah entitas tokoh .
"Jurgen Klopp harus mengesampingkan faktor emosional saat mengantar Liverpool menyambangi Borussia Dortmund .",Liverpool adalah entitas lokasi .
"Jurgen Klopp harus mengesampingkan faktor emosional saat mengantar Liverpool menyambangi Borussia Dortmund .",Borussia Dortmund adalah entitas organisasi .
"Presiden Joko Widodo menginginkan agar hubungan kerjasama antara ASEAN - Amerika Serikat juga mencakup soal perdamaian .",Joko Widodo adalah entitas tokoh .
"Presiden Joko Widodo menginginkan agar hubungan kerjasama antara ASEAN - Amerika Serikat juga mencakup soal perdamaian .",ASEAN adalah entitas organisasi .
"Presiden Joko Widodo menginginkan agar hubungan kerjasama antara ASEAN - Amerika Serikat juga mencakup soal perdamaian .",Amerika Serikat adalah entitas lokasi .
"Lewat fraksi saya sampaikan , di Komisi II dengan Mendagri , Komisi V juga yang bermitra dengan Mendes , " ucap anggota Fraksi PDIP DPR Diah Pitaloka , Rabu ( 23/3 ) .",PDIP DPR adalah entitas organisasi .
"Lewat fraksi saya sampaikan , di Komisi II dengan Mendagri , Komisi V juga yang bermitra dengan Mendes , " ucap anggota Fraksi PDIP DPR Diah Pitaloka , Rabu ( 23/3 ) .",Diah Pitaloka adalah entitas tokoh .
"Dengan capaian tersebut , Indofood berhasil mencetak laba sebesar Rp 2,075 triliun pada tahun 2009 , melonjak 100 % dibandingkan laba tahun 2008 yang sebesar Rp 1,034 triliun .",Indofood adalah entitas organisasi .
"Sementara , Indofood kembali menambah saham hingga 49,4 juta lembar atau 7,5 % lebih saham Minzhong .",Indofood adalah entitas organisasi .
"Sementara , Indofood kembali menambah saham hingga 49,4 juta lembar atau 7,5 % lebih saham Minzhong .",Minzhong adalah entitas organisasi .
"" Brad Pitt berperan tangguh di dalam beberapa film dan saya ingin film saya seperti itu , " tukas Federer dilansir Yahoosport , Minggu ( 11/11/2007 ) .",Brad Pitt adalah entitas tokoh .
"" Brad Pitt berperan tangguh di dalam beberapa film dan saya ingin film saya seperti itu , " tukas Federer dilansir Yahoosport , Minggu ( 11/11/2007 ) .",Federer adalah entitas tokoh .
"" Brad Pitt berperan tangguh di dalam beberapa film dan saya ingin film saya seperti itu , " tukas Federer dilansir Yahoosport , Minggu ( 11/11/2007 ) .",Yahoosport adalah entitas organisasi .
"Tantangan kian besar karena Sociedad akan berusaha mengeksploitasi fisik Barca setelah melakoni laga tengah pekan di Liga Champions .",Sociedad adalah entitas organisasi .
"Tantangan kian besar karena Sociedad akan berusaha mengeksploitasi fisik Barca setelah melakoni laga tengah pekan di Liga Champions .",Barca adalah entitas organisasi .
"Terkait ketegasan pemerintah soal sengkarut angkutan umum ini , Badrodin mengatakan hal tersebut wewenang Menteri Perhubungan Ignasius Jonan .",Badrodin adalah entitas tokoh .
"Terkait ketegasan pemerintah soal sengkarut angkutan umum ini , Badrodin mengatakan hal tersebut wewenang Menteri Perhubungan Ignasius Jonan .",Ignasius Jonan adalah entitas tokoh .
"Itulah secuplik kisah Sahara , debut penyutradaraan film besar milik Breck Eisner , anak dari Michael Eisner pemilik perusahaan Disney .",Breck Eisner adalah entitas tokoh .
"Itulah secuplik kisah Sahara , debut penyutradaraan film besar milik Breck Eisner , anak dari Michael Eisner pemilik perusahaan Disney .",Michael Eisner adalah entitas tokoh .
"Itulah secuplik kisah Sahara , debut penyutradaraan film besar milik Breck Eisner , anak dari Michael Eisner pemilik perusahaan Disney .",Disney adalah entitas organisasi .
"" Samsung ingin dekatkan pemerintah dan pemuda dengan TI ( teknologi informasi ) , " kata Lee .",Samsung adalah entitas organisasi .
"" Samsung ingin dekatkan pemerintah dan pemuda dengan TI ( teknologi informasi ) , " kata Lee .",Lee adalah entitas tokoh .
"Gol Ibrahimovic itu tercipta lantaran buruknya first touch Fernando ketika menerima operan dari Joe Hart .",Ibrahimovic adalah entitas tokoh .
